/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/79705.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/BIN_REASSEMBLY/reassembled_bins/bin.31.strict.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	5230	5248	1	5230	5248	98.50	5952	8625	87.87	60.85	Ga0113593_1045	NODE_49_length_8625_cov_68.972929
2614	4600	4224	6228	1987	2005	88.34	7058	6228	28.15	32.19	Ga0113593_1046	NODE_62_length_6228_cov_70.571521
685	2334	2917	1268	1650	1650	88.79	3295	25676	50.08	6.43	Ga0113593_1047	NODE_13_length_25676_cov_71.930135
1	3122	31424	34545	3122	3122	99.71	3122	37797	100.00	8.26	Ga0113593_1049	NODE_4_length_37797_cov_77.872238
367	1910	1546	2	1544	1545	82.31	3124	11987	49.42	12.89	Ga0113593_1050	NODE_39_length_11987_cov_77.283020
1948	3124	11976	10800	1177	1177	93.88	3124	12035	37.68	9.78	Ga0113593_1050	NODE_38_length_12035_cov_61.131553
1	4292	1813	6103	4292	4291	99.98	4292	7228	100.00	59.37	Ga0113593_1052	NODE_54_length_7228_cov_82.064269
1	3024	2038	5061	3024	3024	99.34	3919	5061	77.16	59.75	Ga0113593_1053	NODE_78_length_5061_cov_61.644227
1	2016	1865	3885	2016	2021	85.04	6193	23051	32.55	8.77	Ga0113593_1059	NODE_17_length_23051_cov_60.303009
1831	3006	1794	619	1176	1176	82.83	3006	1794	39.12	65.55	Ga0113593_1061	NODE_142_length_1794_cov_57.203565
2299	3554	1250	1	1256	1250	89.41	3971	1285	31.63	97.28	Ga0113593_1065	NODE_176_length_1285_cov_86.406504
2326	3433	12667	13774	1108	1108	92.42	3435	16555	32.26	6.69	Ga0113593_1069	NODE_27_length_16555_cov_76.703697
1	1213	1235	17	1213	1219	96.39	4126	2163	29.40	56.36	Ga0113593_1070	NODE_127_length_2163_cov_52.668406
1	2012	3555	1544	2012	2012	83.32	3068	41137	65.58	4.89	Ga0113593_1073	NODE_2_length_41137_cov_69.019230
1970	3226	1617	361	1257	1257	99.92	3226	1724	38.96	72.91	Ga0113593_1075	NODE_148_length_1724_cov_73.146195
606	1898	27276	25986	1293	1291	90.73	3743	27276	34.54	4.73	Ga0113593_1076	NODE_11_length_27276_cov_61.806510
5	3675	11771	8080	3671	3692	86.28	3783	23057	97.04	16.01	Ga0113593_1078	NODE_16_length_23057_cov_69.278715
514	4564	7012	2948	4051	4065	99.63	4564	7012	88.76	57.97	Ga0113593_1080	NODE_56_length_7012_cov_93.664079
7018	8078	3069	2009	1061	1061	97.27	8078	5240	13.13	20.25	Ga0113593_1083	NODE_76_length_5240_cov_50.402507
1	4298	3192	7489	4298	4298	100.00	4298	10352	100.00	41.52	Ga0113593_1085	NODE_43_length_10352_cov_89.034670
1	4250	17301	13028	4250	4274	98.76	4250	25594	100.00	16.70	Ga0113593_1086	NODE_15_length_25594_cov_76.156858
1	3192	3641	6823	3192	3183	92.58	3192	12035	100.00	26.45	Ga0113593_1090	NODE_38_length_12035_cov_61.131553
679	5169	5550	10046	4491	4497	84.01	5652	36682	79.46	12.26	Ga0113593_1093	NODE_5_length_36682_cov_71.707101
1	3585	18091	21675	3585	3585	99.89	3585	36682	100.00	9.77	Ga0113593_1095	NODE_5_length_36682_cov_71.707101
1	4112	23074	27177	4112	4104	98.59	4112	34369	100.00	11.94	Ga0113593_1096	NODE_7_length_34369_cov_65.715131
784	1899	5857	4742	1116	1116	79.36	3977	7345	28.06	15.19	Ga0113593_1098	NODE_52_length_7345_cov_63.721536
1	4450	23255	18780	4450	4476	99.29	4450	37797	100.00	11.84	Ga0113593_1099	NODE_4_length_37797_cov_77.872238
4	1921	22192	20275	1918	1918	80.10	4219	36682	45.46	5.23	Ga0113593_1101	NODE_5_length_36682_cov_71.707101
1	3948	60026	56077	3948	3950	99.75	3948	70032	100.00	5.64	Ga0113593_1103	NODE_1_length_70032_cov_58.461466
1	3330	22107	18757	3330	3351	99.37	3330	25594	100.00	13.09	Ga0113593_1106	NODE_15_length_25594_cov_76.156858
1	3048	3066	1	3048	3066	99.18	3319	5493	91.83	55.82	Ga0113593_1107	NODE_72_length_5493_cov_82.575028
1	3129	1577	4698	3129	3122	99.49	3129	5489	100.00	56.88	Ga0113593_1110	NODE_73_length_5489_cov_68.827015
1	3121	12244	9114	3121	3131	99.68	3121	12274	100.00	25.51	Ga0113593_1111	NODE_37_length_12274_cov_66.694574
338	3648	1	3336	3311	3336	99.04	3648	27276	90.76	12.23	Ga0113593_1113	NODE_11_length_27276_cov_61.806510
3	1130	15555	14428	1128	1128	79.65	3143	25627	35.89	4.40	Ga0113593_1116	NODE_14_length_25627_cov_70.440013
1	1876	452	2327	1876	1876	96.64	3266	2327	57.44	80.62	Ga0113593_1119	NODE_117_length_2327_cov_49.164613
2003	3266	1	1270	1264	1270	96.30	3266	12445	38.70	10.20	Ga0113593_1119	NODE_35_length_12445_cov_60.025343
4299	5871	1906	334	1573	1573	86.23	6427	22430	24.47	7.01	Ga0113593_1122	NODE_19_length_22430_cov_65.079405
1	3215	733	3966	3215	3234	96.72	3215	4583	100.00	70.57	Ga0113593_1123	NODE_81_length_4583_cov_65.389134
