/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/79719.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/BIN_REASSEMBLY/reassembled_bins/bin.137.permissive.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
451	56493	4	56046	56043	56043	100.00	56493	245657	99.20	22.81	Ga0113608_148	NODE_2_length_245657_cov_27.525663
877	6478	95370	89769	5602	5602	100.00	6478	95370	86.48	5.87	Ga0113608_150	NODE_11_length_95370_cov_32.813314
1	24162	95621	71460	24162	24162	100.00	24162	106661	100.00	22.65	Ga0113608_151	NODE_10_length_106661_cov_37.865889
1258	6019	1	4767	4762	4767	99.90	6019	55297	79.12	8.62	Ga0113608_152	NODE_14_length_55297_cov_35.977209
1	33251	62511	95755	33251	33245	99.98	63580	133211	52.30	24.96	Ga0113608_153	NODE_9_length_133211_cov_33.671385
13252	63580	75762	126084	50329	50323	99.99	63580	133211	79.16	37.78	Ga0113608_153	NODE_9_length_133211_cov_33.671385
1	57200	45003	102202	57200	57200	100.00	57200	141486	100.00	40.43	Ga0113608_155	NODE_8_length_141486_cov_31.670362
1	59650	101051	41402	59650	59650	100.00	59650	167224	100.00	35.67	Ga0113608_156	NODE_5_length_167224_cov_29.569639
1	10886	88819	99709	10886	10891	99.84	10886	305612	100.00	3.56	Ga0113608_157	NODE_1_length_305612_cov_38.422775
1	4312	137175	141486	4312	4312	99.91	4873	141486	88.49	3.05	Ga0113608_158	NODE_8_length_141486_cov_31.670362
1	21586	25660	4075	21586	21586	100.00	21586	217181	100.00	9.94	Ga0113608_159	NODE_3_length_217181_cov_26.390686
1	34470	150587	185056	34470	34470	100.00	36755	185056	93.78	18.63	Ga0113608_160	NODE_4_length_185056_cov_26.894174
1	5052	176978	171908	5052	5071	97.36	5052	305612	100.00	1.66	Ga0113608_161	NODE_1_length_305612_cov_38.422775
1	79684	127269	206958	79684	79690	99.99	79684	245657	100.00	32.44	Ga0113608_163	NODE_2_length_245657_cov_27.525663
1	20010	55947	75952	20010	20006	99.25	21034	245657	95.13	8.14	Ga0113608_164	NODE_2_length_245657_cov_27.525663
264	20693	1	20430	20430	20430	100.00	20693	141486	98.73	14.44	Ga0113608_165	NODE_8_length_141486_cov_31.670362
1	17604	17604	1	17604	17604	100.00	17839	58434	98.68	30.13	Ga0113608_168	NODE_12_length_58434_cov_31.237174
23	13823	1	13818	13801	13818	99.84	13823	133211	99.84	10.37	Ga0113608_169	NODE_9_length_133211_cov_33.671385
1	3733	41130	37398	3733	3733	100.00	3733	53159	100.00	7.02	Ga0113608_171	NODE_15_length_53159_cov_32.642908
998	9532	1	8535	8535	8535	100.00	9532	167224	89.54	5.10	Ga0113608_174	NODE_5_length_167224_cov_29.569639
