/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/79700.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/DNA_BINS/maxbin2_bins/bin.161.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
115884	123272	49393	42005	7389	7389	100.00	157345	181436	4.70	4.07	Ga0113588_1053	NODE_106_length_181436_cov_15.810349
123320	157345	41904	7879	34026	34026	99.99	157345	181436	21.63	18.75	Ga0113588_1053	NODE_106_length_181436_cov_15.810349
1	7386	73091	80476	7386	7386	100.00	8756	80476	84.35	9.18	Ga0113588_1054	NODE_486_length_80476_cov_14.182390
7332	8756	1	1425	1425	1425	100.00	8756	36308	16.27	3.92	Ga0113588_1054	NODE_1910_length_36308_cov_13.557278
1	20820	57120	77939	20820	20820	99.99	20820	116899	100.00	17.81	Ga0113588_1055	NODE_255_length_116899_cov_18.884633
1	20810	33209	12400	20810	20810	99.97	20810	137588	100.00	15.12	Ga0113588_1056	NODE_190_length_137588_cov_14.992976
1	3840	2613	6452	3840	3840	100.00	3870	6452	99.22	59.52	Ga0113588_1057	NODE_17930_length_6452_cov_10.708144
1	1196	2612	3807	1196	1196	93.90	3870	3809	30.90	31.40	Ga0113588_1057	NODE_36965_length_3809_cov_8.871337
1775	3840	1	2066	2066	2066	93.32	3870	2066	53.39	100.00	Ga0113588_1057	NODE_88463_length_2066_cov_8.095972
410	2292	1	1883	1883	1883	98.83	4053	95263	46.46	1.98	Ga0113588_1058	NODE_383_length_95263_cov_17.075046
2570	4053	1984	3467	1484	1484	100.00	4053	95263	36.61	1.56	Ga0113588_1058	NODE_383_length_95263_cov_17.075046
1	3076	111278	114353	3076	3076	100.00	3076	116899	100.00	2.63	Ga0113588_1059	NODE_255_length_116899_cov_18.884633
1	14990	16497	1508	14990	14990	99.91	14990	21860	100.00	68.57	Ga0113588_1061	NODE_3826_length_21860_cov_14.405687
388	3486	1	3099	3099	3099	100.00	15002	14693	20.66	21.09	Ga0113588_1062	NODE_6377_length_14693_cov_14.652002
3523	15002	3200	14668	11480	11469	99.90	15002	14693	76.52	78.06	Ga0113588_1062	NODE_6377_length_14693_cov_14.652002
1	25694	12761	38454	25694	25694	99.99	25694	71527	100.00	35.92	Ga0113588_1064	NODE_614_length_71527_cov_14.910189
1	2250	2250	1	2250	2250	99.96	37441	5747	6.01	39.15	Ga0113588_1065	NODE_21039_length_5747_cov_14.765812
2196	37441	1	35246	35246	35246	99.87	37441	70715	94.14	49.84	Ga0113588_1065	NODE_625_length_70715_cov_15.051019
1	3502	19921	16420	3502	3502	99.94	3502	21860	100.00	16.02	Ga0113588_1067	NODE_3826_length_21860_cov_14.405687
86	9846	11036	1276	9761	9761	99.99	16310	16819	59.85	58.04	Ga0113588_1068	NODE_5350_length_16819_cov_15.993498
9792	10966	1175	1	1175	1175	100.00	16310	16819	7.20	6.99	Ga0113588_1068	NODE_5350_length_16819_cov_15.993498
10912	16310	208679	203281	5399	5399	100.00	16310	208679	33.10	2.59	Ga0113588_1068	NODE_86_length_208679_cov_17.892999
1	35946	24779	60724	35946	35946	99.99	35946	62536	100.00	57.48	Ga0113588_1069	NODE_779_length_62536_cov_16.936733
1	3380	16233	12854	3380	3380	99.97	3380	109771	100.00	3.08	Ga0113588_1070	NODE_285_length_109771_cov_14.692306
1	9551	44656	54206	9551	9551	99.98	9551	126842	100.00	7.53	Ga0113588_1071	NODE_218_length_126842_cov_13.610851
945	11483	50514	39976	10539	10539	99.96	11483	50514	91.78	20.86	Ga0113588_1072	NODE_1123_length_50514_cov_13.614697
1	25953	2873	28825	25953	25953	99.98	25996	28825	99.83	90.04	Ga0113588_1073	NODE_2649_length_28825_cov_18.171116
1	8569	128686	137254	8569	8569	100.00	8569	137588	100.00	6.23	Ga0113588_1074	NODE_190_length_137588_cov_14.992976
1	8573	10337	1765	8573	8573	99.99	8573	48245	100.00	17.77	Ga0113588_1075	NODE_1215_length_48245_cov_13.724735
590	2111	1522	1	1522	1522	100.00	3211	1522	47.40	100.00	Ga0113588_1076	NODE_139779_length_1522_cov_16.197001
9	13975	2009	15975	13967	13967	99.94	14509	20891	96.26	66.86	Ga0113588_1077	NODE_4058_length_20891_cov_15.694999
1	26428	26426	1	26428	26426	99.64	78501	92061	33.67	28.70	Ga0113588_1078	NODE_406_length_92061_cov_18.400202
26374	77037	1	50664	50664	50664	99.99	78501	50664	64.54	100.00	Ga0113588_1078	NODE_1120_length_50664_cov_17.602996
77456	78477	1	1022	1022	1022	97.55	78501	1617	1.30	63.20	Ga0113588_1078	NODE_127517_length_1617_cov_12.580666
1	4983	9458	14440	4983	4983	99.74	4986	36308	99.94	13.72	Ga0113588_1079	NODE_1910_length_36308_cov_13.557278
1	5000	180926	175927	5000	5000	99.44	5000	181436	100.00	2.76	Ga0113588_1080	NODE_106_length_181436_cov_15.810349
1	5368	95263	89896	5368	5368	100.00	5368	95263	100.00	5.63	Ga0113588_1081	NODE_383_length_95263_cov_17.075046
1	5370	11078	16447	5370	5370	99.98	5370	16819	100.00	31.93	Ga0113588_1082	NODE_5350_length_16819_cov_15.993498
300	3850	1	3551	3551	3551	99.69	4539	3551	78.23	100.00	Ga0113588_1083	NODE_40829_length_3551_cov_13.912757
1	33130	38398	71527	33130	33130	99.99	33974	71527	97.52	46.32	Ga0113588_1084	NODE_614_length_71527_cov_14.910189
1	59417	25730	85146	59417	59417	99.99	59417	92061	100.00	64.54	Ga0113588_1085	NODE_406_length_92061_cov_18.400202
1	39798	1724	41521	39798	39798	99.96	56901	91256	69.94	43.61	Ga0113588_1086	NODE_411_length_91256_cov_15.231796
39800	56901	41678	58779	17102	17102	99.98	56901	91256	30.06	18.74	Ga0113588_1086	NODE_411_length_91256_cov_15.231796
1	4778	8421	13198	4778	4778	99.98	4778	18099	100.00	26.40	Ga0113588_1087	NODE_4851_length_18099_cov_12.867657
1	3065	2410	5474	3065	3065	99.28	3065	6719	100.00	45.62	Ga0113588_1088	NODE_16974_length_6719_cov_14.566777
1	64745	94780	30036	64745	64745	99.99	64745	109771	100.00	58.98	Ga0113588_1089	NODE_285_length_109771_cov_14.692306
1	32222	65575	33354	32222	32222	99.99	32222	95263	100.00	33.82	Ga0113588_1090	NODE_383_length_95263_cov_17.075046
1	2577	3171	5747	2577	2577	100.00	6708	5747	38.42	44.84	Ga0113588_1091	NODE_21039_length_5747_cov_14.765812
2523	3869	1347	1	1347	1347	100.00	6708	1347	20.08	100.00	Ga0113588_1091	NODE_168635_length_1347_cov_13.006966
1	16979	56180	73158	16979	16979	99.99	16979	80476	100.00	21.10	Ga0113588_1092	NODE_486_length_80476_cov_14.182390
1	9569	9569	1	9569	9569	99.97	16957	11833	56.43	80.87	Ga0113588_1093	NODE_8298_length_11833_cov_17.712090
657	4506	3850	1	3850	3850	100.00	4965	3850	77.54	100.00	Ga0113588_1094	NODE_36425_length_3850_cov_14.167589
1	10815	10815	1	10815	10815	99.98	51449	37412	21.02	28.91	Ga0113588_1095	NODE_1822_length_37412_cov_17.233450
10761	15051	1	4291	4291	4291	99.98	51449	4291	8.34	100.00	Ga0113588_1095	NODE_31359_length_4291_cov_13.264164
14997	51449	1	36453	36453	36453	99.96	51449	36841	70.85	98.95	Ga0113588_1095	NODE_1867_length_36841_cov_17.442668
1	35831	35831	1	35831	35831	99.96	36364	41641	98.53	86.05	Ga0113588_1096	NODE_1542_length_41641_cov_16.520440
1	52054	106182	54129	52054	52054	99.99	52054	126842	100.00	41.04	Ga0113588_1097	NODE_218_length_126842_cov_13.610851
1	37962	10284	48245	37962	37962	99.99	38060	48245	99.74	78.69	Ga0113588_1098	NODE_1215_length_48245_cov_13.724735
1	12641	632	13272	12641	12641	100.00	13718	13272	92.15	95.25	Ga0113588_1099	NODE_7219_length_13272_cov_17.768707
12587	13718	3833	2702	1132	1132	100.00	13718	3833	8.25	29.53	Ga0113588_1099	NODE_36667_length_3833_cov_17.851773
2	40064	40063	1	40063	40063	99.99	40928	50514	97.89	79.31	Ga0113588_1100	NODE_1123_length_50514_cov_13.614697
920	5366	4447	1	4447	4447	99.98	7919	4447	56.16	100.00	Ga0113588_1101	NODE_29894_length_4447_cov_15.927823
5312	7919	1	2608	2608	2608	99.88	7919	6719	32.93	38.82	Ga0113588_1101	NODE_16974_length_6719_cov_14.566777
1	12801	12013	24813	12801	12801	99.96	12801	25519	100.00	50.16	Ga0113588_1102	NODE_3091_length_25519_cov_14.367224
1	6769	103891	97123	6769	6769	99.82	6769	109771	100.00	6.17	Ga0113588_1103	NODE_285_length_109771_cov_14.692306
1	9007	104274	113280	9007	9007	99.97	9007	208679	100.00	4.32	Ga0113588_1104	NODE_86_length_208679_cov_17.892999
1	6188	35509	29322	6188	6188	99.92	6188	36308	100.00	17.04	Ga0113588_1105	NODE_1910_length_36308_cov_13.557278
1	5679	1411	7089	5679	5679	99.95	5679	36308	100.00	15.64	Ga0113588_1106	NODE_1910_length_36308_cov_13.557278
321	2928	2608	1	2608	2608	99.54	3880	2608	67.22	100.00	Ga0113588_1107	NODE_62972_length_2608_cov_13.571876
2874	3880	1495	489	1007	1007	100.00	3880	1495	25.95	67.36	Ga0113588_1107	NODE_143624_length_1495_cov_11.515972
2874	3880	1205	199	1007	1007	92.06	3880	1205	25.95	83.57	Ga0113588_1107	NODE_200494_length_1205_cov_6.026087
472	2297	1826	1	1826	1826	100.00	9706	1826	18.81	100.00	Ga0113588_1108	NODE_106158_length_1826_cov_9.415020
954	2082	6252	5124	1129	1129	83.57	9706	7799	11.63	14.48	Ga0113588_1108	NODE_13933_length_7799_cov_7.750387
2243	9706	37412	29949	7464	7464	100.00	9706	37412	76.90	19.95	Ga0113588_1108	NODE_1822_length_37412_cov_17.233450
1	17980	73277	91256	17980	17980	100.00	19745	91256	91.06	19.70	Ga0113588_1109	NODE_411_length_91256_cov_15.231796
1	1507	1100	2606	1507	1507	99.93	3172	2606	47.51	57.83	Ga0113588_1110	NODE_63037_length_2606_cov_11.985888
1453	3172	1	1720	1720	1720	99.77	3172	2521	54.22	68.23	Ga0113588_1110	NODE_66221_length_2521_cov_14.172749
341	1501	1161	1	1161	1161	100.00	23148	1161	5.02	100.00	Ga0113588_1111	NODE_212469_length_1161_cov_9.668174
1447	23148	1	21702	21702	21702	99.99	23148	41686	93.75	52.06	Ga0113588_1111	NODE_1540_length_41686_cov_14.893997
1	20533	24833	4301	20533	20533	99.99	20533	62536	100.00	32.83	Ga0113588_1113	NODE_779_length_62536_cov_16.936733
1	10188	72566	82753	10188	10188	99.99	10188	88545	100.00	11.51	Ga0113588_1114	NODE_421_length_88545_cov_16.094971
1	7617	107787	115403	7617	7617	100.00	16031	126842	47.51	6.01	Ga0113588_1115	NODE_218_length_126842_cov_13.610851
7223	16031	115390	124198	8809	8809	99.97	16031	126842	54.95	6.94	Ga0113588_1115	NODE_218_length_126842_cov_13.610851
1	3273	3273	1	3273	3273	99.97	76368	54942	4.29	5.96	Ga0113588_1116	NODE_982_length_54942_cov_15.754350
3336	21041	31648	13943	17706	17706	100.00	76368	31648	23.19	55.95	Ga0113588_1116	NODE_2333_length_31648_cov_15.045073
21064	34828	13765	1	13765	13765	99.75	76368	31648	18.02	43.49	Ga0113588_1116	NODE_2333_length_31648_cov_15.045073
35554	38794	3241	1	3241	3241	99.94	76368	3241	4.24	100.00	Ga0113588_1116	NODE_46415_length_3241_cov_14.761456
38740	48627	9888	1	9888	9888	100.00	76368	9888	12.95	100.00	Ga0113588_1116	NODE_10309_length_9888_cov_13.177159
48616	74532	25917	1	25917	25917	99.99	76368	25917	33.94	100.00	Ga0113588_1116	NODE_3040_length_25917_cov_16.153120
1	5993	12404	6412	5993	5993	99.88	5993	137588	100.00	4.36	Ga0113588_1117	NODE_190_length_137588_cov_14.992976
2285	9260	92041	85066	6976	6976	99.97	9260	92061	75.33	7.58	Ga0113588_1118	NODE_406_length_92061_cov_18.400202
1	14091	29421	15331	14091	14091	99.99	14091	36308	100.00	38.81	Ga0113588_1120	NODE_1910_length_36308_cov_13.557278
1	1817	1817	1	1817	1817	99.39	3191	2114	56.94	85.95	Ga0113588_1121	NODE_85543_length_2114_cov_13.689169
1763	3191	7799	6368	1429	1432	86.60	3191	7799	44.78	18.36	Ga0113588_1121	NODE_13933_length_7799_cov_7.750387
2110	3191	1299	218	1082	1082	99.82	3191	1299	33.91	83.29	Ga0113588_1121	NODE_178373_length_1299_cov_9.049839
719	13584	1	12866	12866	12866	100.00	33713	12866	38.16	100.00	Ga0113588_1122	NODE_7507_length_12866_cov_14.259465
13630	33713	41686	21603	20084	20084	99.99	33713	41686	59.57	48.18	Ga0113588_1122	NODE_1540_length_41686_cov_14.893997
634	58134	203406	145906	57501	57501	99.99	58198	208679	98.80	27.55	Ga0113588_1123	NODE_86_length_208679_cov_17.892999
1	2699	124144	126842	2699	2699	99.96	3584	126842	75.31	2.13	Ga0113588_1124	NODE_218_length_126842_cov_13.610851
1	57232	57232	1	57232	57232	99.99	58896	116899	97.17	48.96	Ga0113588_1125	NODE_255_length_116899_cov_18.884633
1	23896	27101	3206	23896	23896	99.99	23896	54942	100.00	43.49	Ga0113588_1126	NODE_982_length_54942_cov_15.754350
499	1857	1359	1	1359	1359	100.00	10586	1359	12.84	100.00	Ga0113588_1127	NODE_166365_length_1359_cov_14.088190
1803	3009	1210	4	1207	1207	99.67	10586	1210	11.40	99.75	Ga0113588_1127	NODE_199234_length_1210_cov_14.046753
2958	3958	1001	1	1001	1001	99.40	10586	1001	9.46	100.00	Ga0113588_1127	NODE_268180_length_1001_cov_13.692389
4007	10474	1	6468	6468	6468	100.00	10586	6468	61.10	100.00	Ga0113588_1127	NODE_17868_length_6468_cov_15.462342
297	13244	12948	1	12948	12948	99.62	23873	12953	54.24	99.96	Ga0113588_1128	NODE_7448_length_12953_cov_18.521244
13196	23491	1	10296	10296	10296	99.99	23873	208679	43.13	4.93	Ga0113588_1128	NODE_86_length_208679_cov_17.892999
1	4780	82658	87437	4780	4780	99.98	4780	88545	100.00	5.40	Ga0113588_1129	NODE_421_length_88545_cov_16.094971
4793	9638	1	4846	4846	4846	100.00	9638	6285	50.28	77.10	Ga0113588_1130	NODE_18595_length_6285_cov_7.252488
1	3002	3019	18	3002	3002	99.93	3002	7799	100.00	38.49	Ga0113588_1131	NODE_13933_length_7799_cov_7.750387
