/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/94256.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/DNA_BINS/maxbin2_bins/bin.100.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	3437	8783	12219	3437	3437	100.00	3437	13291	100.00	25.86	Ga0136514_128	NODE_7205_length_13291_cov_25.607888
1	1042	1042	1	1042	1042	99.62	6630	3996	15.72	26.08	Ga0136514_129	NODE_34562_length_3996_cov_18.025628
988	6630	1	5653	5643	5653	99.82	6630	61032	85.11	9.26	Ga0136514_129	NODE_812_length_61032_cov_25.186972
1938	5683	3746	1	3746	3746	99.97	7993	3746	46.87	100.00	Ga0136514_130	NODE_37839_length_3746_cov_26.215118
46	41751	52145	10434	41706	41712	99.88	42605	52145	97.89	79.99	Ga0136514_132	NODE_1072_length_52145_cov_25.763909
1	5479	17191	11684	5479	5508	93.81	5479	107090	100.00	5.14	Ga0136514_134	NODE_301_length_107090_cov_25.237969
1	8969	8969	1	8969	8969	100.00	9014	8969	99.50	100.00	Ga0136514_138	NODE_11611_length_8969_cov_25.375252
548	8538	7991	1	7991	7991	93.93	8655	7991	92.33	100.00	Ga0136514_139	NODE_13491_length_7991_cov_16.147555
1	22925	1	22925	22925	22925	100.00	22925	25721	100.00	89.13	Ga0136514_140	NODE_3063_length_25721_cov_25.517884
1	4069	511	4579	4069	4069	100.00	4441	4579	91.62	88.86	Ga0136514_141	NODE_28689_length_4579_cov_15.647436
1	19145	12925	32069	19145	19145	100.00	19145	32069	100.00	59.70	Ga0136514_143	NODE_2288_length_32069_cov_26.215406
1	2336	424	2759	2336	2336	99.74	3236	2759	72.19	84.67	Ga0136514_146	NODE_58147_length_2759_cov_25.501109
1	4755	816	5570	4755	4755	100.00	4911	5570	96.82	85.37	Ga0136514_147	NODE_21956_length_5570_cov_13.182230
1	1403	4912	6314	1403	1403	100.00	3056	6314	45.91	22.22	Ga0136514_148	NODE_18476_length_6314_cov_27.622304
1349	2641	1	1293	1293	1293	100.00	3056	1293	42.31	100.00	Ga0136514_148	NODE_179638_length_1293_cov_14.773021
46	5605	5560	1	5560	5560	100.00	8413	5560	66.09	100.00	Ga0136514_149	NODE_22018_length_5560_cov_13.370027
1	8338	1996	10333	8338	8338	99.64	8338	52145	100.00	15.99	Ga0136514_150	NODE_1072_length_52145_cov_25.763909
1	22747	1	22747	22747	22747	100.00	25152	22747	90.44	100.00	Ga0136514_151	NODE_3628_length_22747_cov_25.605147
22693	25107	1	2425	2415	2425	99.59	25152	2425	9.60	100.00	Ga0136514_151	NODE_70011_length_2425_cov_13.032911
22693	25107	1	2424	2415	2424	89.57	25152	2424	9.60	100.00	Ga0136514_151	NODE_70056_length_2424_cov_12.418320
1402	3813	2412	1	2412	2412	100.00	8030	2483	30.04	97.14	Ga0136514_152	NODE_67652_length_2483_cov_11.365321
1408	8030	78	6608	6623	6531	88.19	8030	15560	82.48	41.97	Ga0136514_152	NODE_5913_length_15560_cov_15.467656
46	27214	27169	1	27169	27169	100.00	27214	27169	99.83	100.00	Ga0136514_153	NODE_2877_length_27169_cov_24.908497
1	3814	7880	4067	3814	3814	100.00	3814	22370	100.00	17.05	Ga0136514_154	NODE_3719_length_22370_cov_25.102442
1	7553	2481	10033	7553	7553	100.00	8931	10033	84.57	75.28	Ga0136514_155	NODE_10129_length_10033_cov_17.440770
7499	8931	1	1433	1433	1433	100.00	8931	38687	16.05	3.70	Ga0136514_155	NODE_1746_length_38687_cov_23.914449
991	4196	3206	1	3206	3206	100.00	7037	3206	45.56	100.00	Ga0136514_156	NODE_47099_length_3206_cov_13.044113
4142	7037	25721	22826	2896	2896	99.62	7037	25721	41.15	11.26	Ga0136514_156	NODE_3063_length_25721_cov_25.517884
1	27160	61173	34021	27160	27153	99.97	61180	62723	44.39	43.29	Ga0136514_157	NODE_773_length_62723_cov_25.984139
7162	61180	54012	1	54019	54012	99.99	61180	62723	88.30	86.11	Ga0136514_157	NODE_773_length_62723_cov_25.984139
46	23796	1	23751	23751	23751	100.00	23796	23751	99.81	100.00	Ga0136514_158	NODE_3411_length_23751_cov_24.433660
46	4939	4894	1	4894	4894	100.00	4984	4894	98.19	100.00	Ga0136514_159	NODE_26140_length_4894_cov_14.136392
44	6484	1	6452	6441	6452	90.62	6637	6452	97.05	100.00	Ga0136514_160	NODE_17929_length_6452_cov_15.121932
3822	6484	1	2663	2663	2663	100.00	6637	2663	40.12	100.00	Ga0136514_160	NODE_61156_length_2663_cov_14.776457
1423	3235	1813	1	1813	1813	88.31	36007	1813	5.04	100.00	Ga0136514_162	NODE_107269_length_1813_cov_16.779863
10007	11661	1825	243	1655	1583	87.36	36007	2448	4.60	64.67	Ga0136514_162	NODE_69117_length_2448_cov_12.327622
12181	32644	1	20464	20464	20464	99.85	36007	20464	56.83	100.00	Ga0136514_162	NODE_4167_length_20464_cov_24.860601
32590	36007	1	3418	3418	3418	100.00	36007	8601	9.49	39.74	Ga0136514_162	NODE_12296_length_8601_cov_17.230751
1	1421	61303	62723	1421	1421	100.00	4257	62723	33.38	2.27	Ga0136514_163	NODE_773_length_62723_cov_25.984139
1367	3040	1	1674	1674	1674	100.00	4257	1674	39.32	100.00	Ga0136514_163	NODE_120911_length_1674_cov_17.043854
2986	4257	1	1272	1272	1272	100.00	4257	19224	29.88	6.62	Ga0136514_163	NODE_4508_length_19224_cov_26.767698
1	18132	937	19068	18132	18132	100.00	48005	19068	37.77	95.09	Ga0136514_165	NODE_4557_length_19068_cov_25.305791
18078	48005	107090	77163	29928	29928	100.00	48005	107090	62.34	27.95	Ga0136514_165	NODE_301_length_107090_cov_25.237969
1	7385	9245	16632	7385	7388	99.96	7679	16632	96.17	44.42	Ga0136514_166	NODE_5437_length_16632_cov_23.429993
1	3480	3500	1	3480	3500	99.43	6438	4838	54.05	72.34	Ga0136514_167	NODE_26573_length_4838_cov_27.852394
3426	6438	3996	967	3013	3030	98.75	6438	3996	46.80	75.83	Ga0136514_167	NODE_34562_length_3996_cov_18.025628
3	1905	10373	12275	1903	1903	100.00	5209	16207	36.53	11.74	Ga0136514_168	NODE_5632_length_16207_cov_22.243314
1851	5209	12376	15734	3359	3359	98.01	5209	16207	64.48	20.73	Ga0136514_168	NODE_5632_length_16207_cov_22.243314
1	10515	10515	1	10515	10515	100.00	10515	107090	100.00	9.82	Ga0136514_169	NODE_301_length_107090_cov_25.237969
46	4523	4478	1	4478	4478	99.93	4915	4478	91.11	100.00	Ga0136514_170	NODE_29589_length_4478_cov_16.177934
1	6840	6840	1	6840	6840	100.00	7926	7093	86.30	96.43	Ga0136514_171	NODE_15764_length_7093_cov_26.156294
1	6041	65202	59146	6041	6057	99.34	65104	68766	9.28	8.81	Ga0136514_172	NODE_651_length_68766_cov_24.560187
5987	65028	59045	1	59042	59045	99.99	65104	68766	90.69	85.86	Ga0136514_172	NODE_651_length_68766_cov_24.560187
1	5277	3325	8601	5277	5277	100.00	8958	8601	58.91	61.35	Ga0136514_173	NODE_12296_length_8601_cov_17.230751
1	3225	4472	1248	3225	3225	100.00	3225	6008	100.00	53.68	Ga0136514_174	NODE_19810_length_6008_cov_27.277003
46	3310	1	3265	3265	3265	99.72	18612	3265	17.54	100.00	Ga0136514_175	NODE_45939_length_3265_cov_12.912150
3256	18612	1	15371	15357	15371	99.90	18612	25466	82.51	60.36	Ga0136514_175	NODE_3103_length_25466_cov_27.616780
1	19906	1	19906	19906	19906	100.00	19906	20426	100.00	97.45	Ga0136514_177	NODE_4177_length_20426_cov_27.646262
1	7655	15440	7782	7655	7659	99.95	7655	22370	100.00	34.24	Ga0136514_178	NODE_3719_length_22370_cov_25.102442
1664	2670	1	1007	1007	1007	100.00	4661	1010	21.60	99.70	Ga0136514_179	NODE_264267_length_1010_cov_25.816754
2619	4478	6040	4181	1860	1860	99.03	4661	6040	39.91	30.79	Ga0136514_179	NODE_19661_length_6040_cov_25.753216
1	4734	10827	15560	4734	4734	100.00	4890	15560	96.81	30.42	Ga0136514_183	NODE_5913_length_15560_cov_15.467656
1	2480	2480	1	2480	2480	100.00	14077	7971	17.62	31.11	Ga0136514_186	NODE_13526_length_7971_cov_26.673067
2426	7980	1	5569	5555	5569	99.75	14077	5569	39.46	100.00	Ga0136514_186	NODE_21962_length_5569_cov_28.258070
7926	13096	1	5171	5171	5171	100.00	14077	5171	36.73	100.00	Ga0136514_186	NODE_24240_length_5171_cov_24.027170
13042	14077	1	1036	1036	1036	100.00	14077	16413	7.36	6.31	Ga0136514_186	NODE_5535_length_16413_cov_27.168113
46	8170	1	8125	8125	8125	100.00	9234	16632	87.99	48.85	Ga0136514_187	NODE_5437_length_16632_cov_23.429993
8116	9234	8226	9344	1119	1119	100.00	9234	16632	12.12	6.73	Ga0136514_187	NODE_5437_length_16632_cov_23.429993
1	21707	23040	1334	21707	21707	100.00	21707	38687	100.00	56.11	Ga0136514_188	NODE_1746_length_38687_cov_23.914449
1	16627	17800	1173	16627	16628	99.96	16627	19224	100.00	86.50	Ga0136514_189	NODE_4508_length_19224_cov_26.767698
1	6218	2235	8452	6218	6218	99.82	9232	8452	67.35	73.57	Ga0136514_190	NODE_12545_length_8452_cov_13.751697
6401	9232	1	2832	2832	2832	100.00	9232	17060	30.68	16.60	Ga0136514_190	NODE_5267_length_17060_cov_15.272802
1674	5849	4177	1	4176	4177	99.62	5849	22370	71.40	18.67	Ga0136514_193	NODE_3719_length_22370_cov_25.102442
1	2924	2924	1	2924	2924	100.00	6851	8189	42.68	35.71	Ga0136514_194	NODE_13090_length_8189_cov_17.143964
2870	6806	3937	1	3937	3937	100.00	6851	3937	57.47	100.00	Ga0136514_194	NODE_35328_length_3937_cov_18.347501
1	5543	31924	26382	5543	5543	100.00	5634	38687	98.38	14.33	Ga0136514_195	NODE_1746_length_38687_cov_23.914449
46	3254	1	3209	3209	3209	100.00	3297	3209	97.33	100.00	Ga0136514_196	NODE_47039_length_3209_cov_14.418833
1	4396	6509	10904	4396	4396	99.91	4396	15560	100.00	28.25	Ga0136514_197	NODE_5913_length_15560_cov_15.467656
