/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/94261.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/BIN_REASSEMBLY/reassembled_bins/bin.24.permissive.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
4273	28838	158049	133484	24566	24566	99.99	28838	277103	85.19	8.87	Ga0136519_1027	NODE_9_length_277103_cov_8.075236
1	28644	314314	285671	28644	28644	100.00	28644	520718	100.00	5.50	Ga0136519_1028	NODE_4_length_520718_cov_8.806076
1	28165	152902	124738	28165	28165	100.00	28165	464804	100.00	6.06	Ga0136519_1029	NODE_6_length_464804_cov_8.550411
1	28090	128813	100724	28090	28090	100.00	28090	401569	100.00	7.00	Ga0136519_1030	NODE_7_length_401569_cov_7.597137
1	27897	58020	85916	27897	27897	100.00	27897	647196	100.00	4.31	Ga0136519_1031	NODE_1_length_647196_cov_8.357042
1	27651	46423	18773	27651	27651	100.00	27651	569999	100.00	4.85	Ga0136519_1032	NODE_3_length_569999_cov_9.097582
1	27433	81390	53958	27433	27433	100.00	27433	569999	100.00	4.81	Ga0136519_1033	NODE_3_length_569999_cov_9.097582
1	26965	210611	183647	26965	26965	100.00	26965	261370	100.00	10.32	Ga0136519_1034	NODE_10_length_261370_cov_8.002859
1	26423	65190	91612	26423	26423	100.00	26423	214433	100.00	12.32	Ga0136519_1035	NODE_12_length_214433_cov_7.749261
1	26259	85864	112122	26259	26259	100.00	26259	647196	100.00	4.06	Ga0136519_1036	NODE_1_length_647196_cov_8.357042
1	26123	404332	378210	26123	26123	100.00	26123	520718	100.00	5.02	Ga0136519_1037	NODE_4_length_520718_cov_8.806076
1	25702	78253	103954	25702	25702	100.00	25702	520718	100.00	4.94	Ga0136519_1038	NODE_4_length_520718_cov_8.806076
1	25553	124945	150497	25553	25553	100.00	25553	520718	100.00	4.91	Ga0136519_1039	NODE_4_length_520718_cov_8.806076
1	25165	228419	203255	25165	25165	100.00	25165	520718	100.00	4.83	Ga0136519_1040	NODE_4_length_520718_cov_8.806076
1	24956	337271	362226	24956	24956	100.00	24956	634999	100.00	3.93	Ga0136519_1041	NODE_2_length_634999_cov_7.524191
1	24638	182669	207306	24638	24638	99.99	24638	647196	100.00	3.81	Ga0136519_1042	NODE_1_length_647196_cov_8.357042
1	24492	340606	365097	24492	24492	100.00	24492	401569	100.00	6.10	Ga0136519_1043	NODE_7_length_401569_cov_7.597137
1	24449	99976	124424	24449	24449	100.00	24449	214433	100.00	11.40	Ga0136519_1044	NODE_12_length_214433_cov_7.749261
1	24247	58588	34342	24247	24247	99.99	24247	261370	100.00	9.28	Ga0136519_1045	NODE_10_length_261370_cov_8.002859
1	23987	8985	32971	23987	23987	100.00	23987	74111	100.00	32.37	Ga0136519_1046	NODE_18_length_74111_cov_7.873231
1	23546	64257	87802	23546	23546	100.00	23546	125216	100.00	18.80	Ga0136519_1047	NODE_15_length_125216_cov_7.823300
1	23415	308804	285390	23415	23415	100.00	23415	647196	100.00	3.62	Ga0136519_1048	NODE_1_length_647196_cov_8.357042
1	23380	66868	90247	23380	23380	100.00	23380	291836	100.00	8.01	Ga0136519_1049	NODE_8_length_291836_cov_8.267244
1	23247	453774	477020	23247	23247	100.00	23247	520718	100.00	4.46	Ga0136519_1050	NODE_4_length_520718_cov_8.806076
1	22412	416321	438732	22412	22412	100.00	22412	520718	100.00	4.30	Ga0136519_1051	NODE_4_length_520718_cov_8.806076
1	22265	72817	95081	22265	22265	100.00	22265	401569	100.00	5.54	Ga0136519_1052	NODE_7_length_401569_cov_7.597137
1	22209	137860	115652	22209	22209	100.00	22209	193167	100.00	11.50	Ga0136519_1053	NODE_13_length_193167_cov_8.410855
1	22055	289685	267631	22055	22055	100.00	22055	401569	100.00	5.49	Ga0136519_1054	NODE_7_length_401569_cov_7.597137
1	22016	56283	78298	22016	22016	100.00	22016	520718	100.00	4.23	Ga0136519_1055	NODE_4_length_520718_cov_8.806076
1	21980	211694	189715	21980	21980	100.00	21980	253019	100.00	8.69	Ga0136519_1056	NODE_11_length_253019_cov_9.147523
1	21973	28704	6732	21973	21973	100.00	21973	472142	100.00	4.65	Ga0136519_1057	NODE_5_length_472142_cov_8.592149
1	21563	99711	78149	21563	21563	100.00	21563	472142	100.00	4.57	Ga0136519_1058	NODE_5_length_472142_cov_8.592149
1	21282	231671	210390	21282	21282	100.00	21282	291836	100.00	7.29	Ga0136519_1059	NODE_8_length_291836_cov_8.267244
1	21270	93455	114724	21270	21270	100.00	21270	193167	100.00	11.01	Ga0136519_1060	NODE_13_length_193167_cov_8.410855
1	21060	103937	124996	21060	21060	100.00	21060	520718	100.00	4.04	Ga0136519_1061	NODE_4_length_520718_cov_8.806076
1	20795	569794	549000	20795	20795	100.00	20795	569999	100.00	3.65	Ga0136519_1062	NODE_3_length_569999_cov_9.097582
1	20332	21860	1529	20332	20332	100.00	20332	291836	100.00	6.97	Ga0136519_1063	NODE_8_length_291836_cov_8.267244
1	20061	142258	162318	20061	20061	100.00	20061	647196	100.00	3.10	Ga0136519_1064	NODE_1_length_647196_cov_8.357042
1	19973	66871	86850	19973	19980	99.96	19973	277103	100.00	7.21	Ga0136519_1065	NODE_9_length_277103_cov_8.075236
1	19632	23325	42956	19632	19632	100.00	19632	99278	100.00	19.77	Ga0136519_1066	NODE_16_length_99278_cov_8.133205
1	19593	193232	212824	19593	19593	100.00	19593	277103	100.00	7.07	Ga0136519_1067	NODE_9_length_277103_cov_8.075236
1	19560	341233	321674	19560	19560	99.99	19560	472142	100.00	4.14	Ga0136519_1068	NODE_5_length_472142_cov_8.592149
1	19348	191063	210410	19348	19348	100.00	19348	291836	100.00	6.63	Ga0136519_1069	NODE_8_length_291836_cov_8.267244
1	19305	259036	239732	19305	19305	100.00	19305	291836	100.00	6.62	Ga0136519_1070	NODE_8_length_291836_cov_8.267244
1	19229	180767	161539	19229	19229	99.99	19229	520718	100.00	3.69	Ga0136519_1071	NODE_4_length_520718_cov_8.806076
1	18991	88553	107543	18991	18991	100.00	18991	277103	100.00	6.85	Ga0136519_1072	NODE_9_length_277103_cov_8.075236
1	18886	57185	38300	18886	18886	100.00	18886	472142	100.00	4.00	Ga0136519_1073	NODE_5_length_472142_cov_8.592149
46	18880	1	18835	18835	18835	100.00	18880	569999	99.76	3.30	Ga0136519_1074	NODE_3_length_569999_cov_9.097582
1	18488	443735	462222	18488	18488	100.00	18488	634999	100.00	2.91	Ga0136519_1075	NODE_2_length_634999_cov_7.524191
1	18383	26756	45138	18383	18383	100.00	18383	464804	100.00	3.96	Ga0136519_1076	NODE_6_length_464804_cov_8.550411
1	18366	160292	178657	18366	18366	100.00	18366	464804	100.00	3.95	Ga0136519_1077	NODE_6_length_464804_cov_8.550411
1	18251	38775	20525	18251	18251	100.00	18251	164047	100.00	11.13	Ga0136519_1078	NODE_14_length_164047_cov_8.190534
1	18221	75351	93571	18221	18221	100.00	18221	164047	100.00	11.11	Ga0136519_1079	NODE_14_length_164047_cov_8.190534
1	18099	523026	504928	18099	18099	100.00	18099	647196	100.00	2.80	Ga0136519_1080	NODE_1_length_647196_cov_8.357042
1	17961	512403	494443	17961	17961	100.00	17961	520718	100.00	3.45	Ga0136519_1081	NODE_4_length_520718_cov_8.806076
1	17938	23506	41443	17938	17938	100.00	17938	401569	100.00	4.47	Ga0136519_1082	NODE_7_length_401569_cov_7.597137
1	17809	10627	28435	17809	17809	100.00	17809	35512	100.00	50.15	Ga0136519_1083	NODE_23_length_35512_cov_7.908735
1	17758	124412	142169	17758	17758	100.00	17758	214433	100.00	8.28	Ga0136519_1084	NODE_12_length_214433_cov_7.749261
1	17742	183706	165965	17742	17742	100.00	17742	261370	100.00	6.79	Ga0136519_1085	NODE_10_length_261370_cov_8.002859
1	17715	48334	66048	17715	17715	100.00	17715	193167	100.00	9.17	Ga0136519_1086	NODE_13_length_193167_cov_8.410855
1	17691	408824	426514	17691	17691	100.00	17691	647196	100.00	2.73	Ga0136519_1087	NODE_1_length_647196_cov_8.357042
1	17590	262862	280451	17590	17590	99.99	17590	464804	100.00	3.78	Ga0136519_1088	NODE_6_length_464804_cov_8.550411
1	17409	43717	26309	17409	17409	100.00	17409	291836	100.00	5.97	Ga0136519_1089	NODE_8_length_291836_cov_8.267244
1	17396	44766	27371	17396	17396	100.00	17396	79650	100.00	21.84	Ga0136519_1090	NODE_17_length_79650_cov_7.441284
1	17292	57666	74957	17292	17292	100.00	17292	253019	100.00	6.83	Ga0136519_1091	NODE_11_length_253019_cov_9.147523
1	16930	626383	609454	16930	16930	99.99	16930	647196	100.00	2.62	Ga0136519_1092	NODE_1_length_647196_cov_8.357042
1	16862	98922	82061	16862	16862	100.00	16862	464804	100.00	3.63	Ga0136519_1093	NODE_6_length_464804_cov_8.550411
1	16715	229572	212858	16715	16715	100.00	16857	277103	99.16	6.03	Ga0136519_1094	NODE_9_length_277103_cov_8.075236
1	16800	604533	587734	16800	16800	100.00	16800	647196	100.00	2.60	Ga0136519_1095	NODE_1_length_647196_cov_8.357042
46	16668	1	16623	16623	16623	100.00	16668	18444	99.73	90.13	Ga0136519_1096	NODE_26_length_18444_cov_7.785741
1	16575	462726	446152	16575	16575	100.00	16575	647196	100.00	2.56	Ga0136519_1097	NODE_1_length_647196_cov_8.357042
1	16562	643698	627137	16562	16562	100.00	16562	647196	100.00	2.56	Ga0136519_1098	NODE_1_length_647196_cov_8.357042
1	16502	479171	462670	16502	16502	100.00	16502	647196	100.00	2.55	Ga0136519_1099	NODE_1_length_647196_cov_8.357042
1	16393	25	16417	16393	16393	99.99	16393	17908	100.00	91.54	Ga0136519_1100	NODE_27_length_17908_cov_7.254131
1	16387	34224	17838	16387	16387	100.00	16387	193167	100.00	8.48	Ga0136519_1101	NODE_13_length_193167_cov_8.410855
1	16369	99653	116021	16369	16369	100.00	16369	472142	100.00	3.47	Ga0136519_1102	NODE_5_length_472142_cov_8.592149
1	16306	218947	235252	16306	16306	100.00	16306	401569	100.00	4.06	Ga0136519_1103	NODE_7_length_401569_cov_7.597137
1	16215	280798	297012	16215	16215	100.00	16215	464804	100.00	3.49	Ga0136519_1104	NODE_6_length_464804_cov_8.550411
1	16137	355609	339473	16137	16137	100.00	16137	647196	100.00	2.49	Ga0136519_1105	NODE_1_length_647196_cov_8.357042
1	16115	20346	36460	16115	16115	100.00	16115	214433	100.00	7.52	Ga0136519_1106	NODE_12_length_214433_cov_7.749261
1	15873	151978	167850	15873	15873	100.00	15873	193167	100.00	8.22	Ga0136519_1107	NODE_13_length_193167_cov_8.410855
1	15776	411572	427347	15776	15776	100.00	15776	464804	100.00	3.39	Ga0136519_1108	NODE_6_length_464804_cov_8.550411
1	15707	269735	285441	15707	15707	100.00	15707	647196	100.00	2.43	Ga0136519_1109	NODE_1_length_647196_cov_8.357042
1	15668	251563	235896	15668	15668	100.00	15668	277103	100.00	5.65	Ga0136519_1110	NODE_9_length_277103_cov_8.075236
1	15642	246267	230626	15642	15642	100.00	15642	472142	100.00	3.31	Ga0136519_1111	NODE_5_length_472142_cov_8.592149
1	15626	3309	18934	15626	15626	99.99	15626	277103	100.00	5.64	Ga0136519_1112	NODE_9_length_277103_cov_8.075236
1	15586	81432	97017	15586	15586	100.00	15586	569999	100.00	2.73	Ga0136519_1113	NODE_3_length_569999_cov_9.097582
1	15534	17345	1812	15534	15534	100.00	15534	46714	100.00	33.25	Ga0136519_1114	NODE_20_length_46714_cov_8.837572
1	15362	530953	515592	15362	15362	100.00	15362	634999	100.00	2.42	Ga0136519_1115	NODE_2_length_634999_cov_7.524191
1	15184	23520	8337	15184	15184	100.00	15184	401569	100.00	3.78	Ga0136519_1116	NODE_7_length_401569_cov_7.597137
1	15083	65972	81054	15083	15083	100.00	15083	634999	100.00	2.38	Ga0136519_1117	NODE_2_length_634999_cov_7.524191
1	14991	87770	102760	14991	14991	100.00	14991	125216	100.00	11.97	Ga0136519_1118	NODE_15_length_125216_cov_7.823300
1	1500	20341	21840	1500	1500	100.00	14547	46714	10.31	3.21	Ga0136519_1119	NODE_20_length_46714_cov_8.837572
1388	14547	21779	34938	13160	13160	100.00	14547	46714	90.47	28.17	Ga0136519_1119	NODE_20_length_46714_cov_8.837572
1	14446	175325	189770	14446	14446	100.00	14446	253019	100.00	5.71	Ga0136519_1120	NODE_11_length_253019_cov_9.147523
1	14405	403153	388749	14405	14405	100.00	14405	647196	100.00	2.23	Ga0136519_1121	NODE_1_length_647196_cov_8.357042
1	14367	296986	311352	14367	14367	100.00	14367	464804	100.00	3.09	Ga0136519_1122	NODE_6_length_464804_cov_8.550411
1	14278	158366	144089	14278	14278	100.00	14278	261370	100.00	5.46	Ga0136519_1123	NODE_10_length_261370_cov_8.002859
1	14248	74884	89131	14248	14248	100.00	14248	253019	100.00	5.63	Ga0136519_1124	NODE_11_length_253019_cov_9.147523
1	14202	34168	48369	14202	14202	100.00	14202	193167	100.00	7.35	Ga0136519_1125	NODE_13_length_193167_cov_8.410855
1	14122	66924	52803	14122	14122	100.00	14122	277103	100.00	5.10	Ga0136519_1126	NODE_9_length_277103_cov_8.075236
1	14105	403470	417574	14105	14105	100.00	14105	472142	100.00	2.99	Ga0136519_1127	NODE_5_length_472142_cov_8.592149
1	13940	616680	602741	13940	13940	100.00	13940	634999	100.00	2.20	Ga0136519_1128	NODE_2_length_634999_cov_7.524191
1	13750	244715	230966	13750	13750	100.00	13750	464804	100.00	2.96	Ga0136519_1129	NODE_6_length_464804_cov_8.550411
1	13569	103784	90216	13569	13569	100.00	13569	291836	100.00	4.65	Ga0136519_1130	NODE_8_length_291836_cov_8.267244
1	12263	264841	277103	12263	12263	99.98	13497	277103	90.86	4.43	Ga0136519_1131	NODE_9_length_277103_cov_8.075236
1	13451	64567	51117	13451	13451	100.00	13451	74111	100.00	18.15	Ga0136519_1132	NODE_18_length_74111_cov_7.873231
1	13416	133014	119599	13416	13416	100.00	13416	291836	100.00	4.60	Ga0136519_1133	NODE_8_length_291836_cov_8.267244
1	13268	129062	142329	13268	13268	100.00	13268	647196	100.00	2.05	Ga0136519_1134	NODE_1_length_647196_cov_8.357042
1	13241	229941	243181	13241	13241	100.00	13241	261370	100.00	5.07	Ga0136519_1135	NODE_10_length_261370_cov_8.002859
1	13111	34401	21291	13111	13111	100.00	13111	261370	100.00	5.02	Ga0136519_1136	NODE_10_length_261370_cov_8.002859
1	12889	327012	339900	12889	12889	100.00	12889	569999	100.00	2.26	Ga0136519_1137	NODE_3_length_569999_cov_9.097582
1	12841	339863	352703	12841	12841	99.99	12841	569999	100.00	2.25	Ga0136519_1138	NODE_3_length_569999_cov_9.097582
1	12833	394730	381898	12833	12833	100.00	12833	569999	100.00	2.25	Ga0136519_1139	NODE_3_length_569999_cov_9.097582
1	12641	248804	261444	12641	12641	100.00	12717	647196	99.40	1.95	Ga0136519_1140	NODE_1_length_647196_cov_8.357042
1	12633	489707	502339	12633	12633	100.00	12633	569999	100.00	2.22	Ga0136519_1141	NODE_3_length_569999_cov_9.097582
1	12604	91583	104186	12604	12604	100.00	12604	261370	100.00	4.82	Ga0136519_1142	NODE_10_length_261370_cov_8.002859
1	12599	378228	365630	12599	12599	100.00	12599	520718	100.00	2.42	Ga0136519_1143	NODE_4_length_520718_cov_8.806076
1	12552	192743	180192	12552	12552	100.00	12552	214433	100.00	5.85	Ga0136519_1144	NODE_12_length_214433_cov_7.749261
1	12540	192008	204547	12540	12540	100.00	12540	472142	100.00	2.66	Ga0136519_1145	NODE_5_length_472142_cov_8.592149
1	12417	55633	43217	12417	12417	99.99	12417	125216	100.00	9.92	Ga0136519_1146	NODE_15_length_125216_cov_7.823300
1	12281	197364	185084	12281	12281	100.00	12281	520718	100.00	2.36	Ga0136519_1147	NODE_4_length_520718_cov_8.806076
1	12278	96428	108705	12278	12278	99.99	12278	164047	100.00	7.48	Ga0136519_1148	NODE_14_length_164047_cov_8.190534
1	12115	55025	42911	12115	12115	100.00	12115	99278	100.00	12.20	Ga0136519_1149	NODE_16_length_99278_cov_8.133205
1	12113	416434	404321	12113	12114	99.99	12113	520718	100.00	2.33	Ga0136519_1150	NODE_4_length_520718_cov_8.806076
1	11993	341537	353529	11993	11993	100.00	11993	464804	100.00	2.58	Ga0136519_1151	NODE_6_length_464804_cov_8.550411
1	11946	176944	164999	11946	11946	100.00	11946	647196	100.00	1.85	Ga0136519_1152	NODE_1_length_647196_cov_8.357042
1	11846	159852	171697	11846	11846	100.00	11846	214433	100.00	5.52	Ga0136519_1153	NODE_12_length_214433_cov_7.749261
1	11503	193289	181787	11503	11503	100.00	11503	277103	100.00	4.15	Ga0136519_1154	NODE_9_length_277103_cov_8.075236
1	11464	49663	61126	11464	11464	100.00	11464	291836	100.00	3.93	Ga0136519_1155	NODE_8_length_291836_cov_8.267244
1	11318	152027	140710	11318	11318	100.00	11318	193167	100.00	5.86	Ga0136519_1156	NODE_13_length_193167_cov_8.410855
1	11262	108775	120036	11262	11262	100.00	11262	125216	100.00	8.99	Ga0136519_1157	NODE_15_length_125216_cov_7.823300
1	11249	255912	244664	11249	11249	100.00	11249	464804	100.00	2.42	Ga0136519_1158	NODE_6_length_464804_cov_8.550411
1	10983	134337	123355	10983	10983	100.00	10983	164047	100.00	6.70	Ga0136519_1159	NODE_14_length_164047_cov_8.190534
21	10939	1	10919	10919	10919	100.00	10939	13326	99.82	81.94	Ga0136519_1160	NODE_30_length_13326_cov_8.490543
1	10919	478061	467143	10919	10919	100.00	10919	634999	100.00	1.72	Ga0136519_1161	NODE_2_length_634999_cov_7.524191
1	10859	118258	129116	10859	10859	100.00	10859	647196	100.00	1.68	Ga0136519_1162	NODE_1_length_647196_cov_8.357042
1	10850	144942	134093	10850	10850	100.00	10850	291836	100.00	3.72	Ga0136519_1163	NODE_8_length_291836_cov_8.267244
1	10782	149837	139056	10782	10782	100.00	10782	472142	100.00	2.28	Ga0136519_1164	NODE_5_length_472142_cov_8.592149
1	10754	436871	447624	10754	10754	100.00	10754	464804	100.00	2.31	Ga0136519_1165	NODE_6_length_464804_cov_8.550411
1	10725	364225	353501	10725	10725	100.00	10725	464804	100.00	2.31	Ga0136519_1166	NODE_6_length_464804_cov_8.550411
155	2447	2293	1	2293	2293	99.83	10679	4220	21.47	54.34	Ga0136519_1167	NODE_36_length_4220_cov_8.008884
2295	10679	1	8385	8385	8385	100.00	10679	401569	78.52	2.09	Ga0136519_1167	NODE_7_length_401569_cov_7.597137
1	10632	162793	173424	10632	10632	100.00	10632	401569	100.00	2.65	Ga0136519_1168	NODE_7_length_401569_cov_7.597137
1	10628	545364	555991	10628	10628	100.00	10628	647196	100.00	1.64	Ga0136519_1169	NODE_1_length_647196_cov_8.357042
1	10583	90350	79768	10583	10583	100.00	10583	261370	100.00	4.05	Ga0136519_1170	NODE_10_length_261370_cov_8.002859
1	10528	158465	168992	10528	10528	100.00	10528	569999	100.00	1.85	Ga0136519_1171	NODE_3_length_569999_cov_9.097582
1	10484	445763	435280	10484	10484	100.00	10484	472142	100.00	2.22	Ga0136519_1172	NODE_5_length_472142_cov_8.592149
1	10411	17252	6842	10411	10411	100.00	10411	214433	100.00	4.86	Ga0136519_1173	NODE_12_length_214433_cov_7.749261
1	10406	329115	339520	10406	10406	100.00	10406	647196	100.00	1.61	Ga0136519_1174	NODE_1_length_647196_cov_8.357042
1	10285	13021	23305	10285	10285	100.00	10285	125216	100.00	8.21	Ga0136519_1175	NODE_15_length_125216_cov_7.823300
1	10281	32910	43190	10281	10281	99.98	10281	74111	100.00	13.87	Ga0136519_1176	NODE_18_length_74111_cov_7.873231
1	10279	535143	545421	10279	10279	100.00	10279	647196	100.00	1.59	Ga0136519_1177	NODE_1_length_647196_cov_8.357042
1	10223	513134	523356	10223	10223	99.99	10223	569999	100.00	1.79	Ga0136519_1178	NODE_3_length_569999_cov_9.097582
1	10215	494109	483895	10215	10215	100.00	10215	634999	100.00	1.61	Ga0136519_1179	NODE_2_length_634999_cov_7.524191
1	10212	108926	119137	10212	10212	100.00	10212	464804	100.00	2.20	Ga0136519_1180	NODE_6_length_464804_cov_8.550411
1	10162	60313	50152	10162	10162	100.00	10162	214433	100.00	4.74	Ga0136519_1181	NODE_12_length_214433_cov_7.749261
1	10155	144464	134310	10155	10155	100.00	10155	164047	100.00	6.19	Ga0136519_1182	NODE_14_length_164047_cov_8.190534
1	10147	177942	167796	10147	10147	100.00	10147	193167	100.00	5.25	Ga0136519_1183	NODE_13_length_193167_cov_8.410855
1	10119	98881	108999	10119	10119	100.00	10119	464804	100.00	2.18	Ga0136519_1184	NODE_6_length_464804_cov_8.550411
1	10084	24704	34787	10084	10084	100.00	10084	125216	100.00	8.05	Ga0136519_1185	NODE_15_length_125216_cov_7.823300
1	10053	193055	203107	10053	10053	100.00	10053	214433	100.00	4.69	Ga0136519_1186	NODE_12_length_214433_cov_7.749261
1	9775	181804	172030	9775	9775	100.00	9775	277103	100.00	3.53	Ga0136519_1187	NODE_9_length_277103_cov_8.075236
1	9761	195135	185375	9761	9761	100.00	9761	401569	100.00	2.43	Ga0136519_1188	NODE_7_length_401569_cov_7.597137
1	9740	361732	371471	9740	9740	100.00	9740	647196	100.00	1.50	Ga0136519_1189	NODE_1_length_647196_cov_8.357042
1	9650	38295	28646	9650	9650	100.00	9650	472142	100.00	2.04	Ga0136519_1190	NODE_5_length_472142_cov_8.592149
1	9608	224742	234349	9608	9608	100.00	9608	634999	100.00	1.51	Ga0136519_1191	NODE_2_length_634999_cov_7.524191
1	9583	380999	371417	9583	9583	100.00	9583	647196	100.00	1.48	Ga0136519_1192	NODE_1_length_647196_cov_8.357042
1	9452	112581	122032	9452	9452	100.00	9452	277103	100.00	3.41	Ga0136519_1193	NODE_9_length_277103_cov_8.075236
1	9438	243136	252573	9438	9438	100.00	9438	261370	100.00	3.61	Ga0136519_1194	NODE_10_length_261370_cov_8.002859
1	9417	373105	363689	9417	9417	100.00	9417	634999	100.00	1.48	Ga0136519_1195	NODE_2_length_634999_cov_7.524191
1	9324	108670	117993	9324	9324	100.00	9324	164047	100.00	5.68	Ga0136519_1196	NODE_14_length_164047_cov_8.190534
1	9304	449627	440324	9304	9304	100.00	9304	520718	100.00	1.79	Ga0136519_1197	NODE_4_length_520718_cov_8.806076
1	9282	471107	461826	9282	9282	100.00	9282	569999	100.00	1.63	Ga0136519_1198	NODE_3_length_569999_cov_9.097582
1	9196	67726	58531	9196	9196	100.00	9196	261370	100.00	3.52	Ga0136519_1199	NODE_10_length_261370_cov_8.002859
1	9060	553893	544834	9060	9060	99.99	9060	634999	100.00	1.43	Ga0136519_1200	NODE_2_length_634999_cov_7.524191
40	9057	17404	8387	9018	9018	100.00	9057	17404	99.57	51.82	Ga0136519_1201	NODE_28_length_17404_cov_8.317367
1	8981	42833	33853	8981	8981	100.00	8981	277103	100.00	3.24	Ga0136519_1202	NODE_9_length_277103_cov_8.075236
1	8928	311292	320219	8928	8928	100.00	8928	464804	100.00	1.92	Ga0136519_1203	NODE_6_length_464804_cov_8.550411
1	8891	258435	249545	8891	8891	100.00	8891	472142	100.00	1.88	Ga0136519_1204	NODE_5_length_472142_cov_8.592149
1	8886	119655	110770	8886	8886	100.00	8886	291836	100.00	3.04	Ga0136519_1205	NODE_8_length_291836_cov_8.267244
1	8884	133659	124776	8884	8884	100.00	8884	472142	100.00	1.88	Ga0136519_1206	NODE_5_length_472142_cov_8.592149
1	8837	252534	261370	8837	8837	100.00	8875	261370	99.57	3.38	Ga0136519_1207	NODE_10_length_261370_cov_8.002859
1	8808	238735	247542	8808	8808	100.00	8808	401569	100.00	2.19	Ga0136519_1208	NODE_7_length_401569_cov_7.597137
34	8807	472142	463369	8774	8774	100.00	8807	472142	99.63	1.86	Ga0136519_1209	NODE_5_length_472142_cov_8.592149
