/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/79703.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/DNA_BINS/maxbin2_bins/bin.76.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	5175	104079	98905	5175	5175	99.92	5175	143663	100.00	3.60	Ga0113591_154	NODE_175_length_143663_cov_9.757165
1	23215	133094	156308	23215	23215	99.97	23215	175342	100.00	13.24	Ga0113591_155	NODE_116_length_175342_cov_8.013852
1	13576	13576	1	13576	13576	99.99	17451	49754	77.79	27.29	Ga0113591_156	NODE_1147_length_49754_cov_9.107346
13522	17451	6888	2959	3930	3930	99.97	17451	6888	22.52	57.06	Ga0113591_156	NODE_16418_length_6888_cov_8.388556
1	39743	103874	143663	39743	39790	99.87	39788	143663	99.89	27.70	Ga0113591_157	NODE_175_length_143663_cov_9.757165
23	39848	40331	542	39826	39790	99.89	39848	40331	99.94	98.66	Ga0113591_158	NODE_1640_length_40331_cov_10.569769
1	3416	24878	28293	3416	3416	99.94	3416	111018	100.00	3.08	Ga0113591_160	NODE_280_length_111018_cov_10.479124
1	7480	42363	49842	7480	7480	99.99	7481	175342	99.99	4.27	Ga0113591_161	NODE_116_length_175342_cov_8.013852
1	59962	59972	1	59962	59972	99.98	60007	143663	99.93	41.74	Ga0113591_162	NODE_175_length_143663_cov_9.757165
46	11224	1	11179	11179	11179	99.96	11224	18176	99.60	61.50	Ga0113591_163	NODE_4828_length_18176_cov_8.672811
1	1434	3337	4770	1434	1434	100.00	6436	4770	22.28	30.06	Ga0113591_164	NODE_27086_length_4770_cov_4.872322
1380	5818	1	4439	4439	4439	99.98	6436	4439	68.97	100.00	Ga0113591_164	NODE_29960_length_4439_cov_8.901232
1	2555	53168	50614	2555	2555	99.88	3309	111018	77.21	2.30	Ga0113591_165	NODE_280_length_111018_cov_10.479124
1	5485	5485	1	5485	5485	99.98	11341	5529	48.36	99.20	Ga0113591_166	NODE_22173_length_5529_cov_8.166240
5431	11341	142527	136617	5911	5911	99.93	11341	142527	52.12	4.15	Ga0113591_166	NODE_179_length_142527_cov_8.164804
241	6575	39478	33144	6335	6335	99.89	6575	111018	96.35	5.71	Ga0113591_167	NODE_280_length_111018_cov_10.479124
1	5059	10035	15093	5059	5059	100.00	5059	142527	100.00	3.55	Ga0113591_168	NODE_179_length_142527_cov_8.164804
903	6714	1	5812	5812	5812	100.00	7239	5812	80.29	100.00	Ga0113591_169	NODE_20742_length_5812_cov_7.255515
334	6150	41661	47477	5817	5817	99.98	6372	180214	91.29	3.23	Ga0113591_170	NODE_109_length_180214_cov_9.001876
1	5324	75372	70049	5324	5324	99.96	5324	111018	100.00	4.80	Ga0113591_171	NODE_280_length_111018_cov_10.479124
1	7388	130575	123121	7388	7455	98.99	7388	142527	100.00	5.23	Ga0113591_172	NODE_179_length_142527_cov_8.164804
1	65061	159042	93982	65061	65061	99.97	65061	180214	100.00	36.10	Ga0113591_173	NODE_109_length_180214_cov_9.001876
1	4188	33178	28991	4188	4188	99.95	4188	111018	100.00	3.77	Ga0113591_174	NODE_280_length_111018_cov_10.479124
1	15024	44103	59126	15024	15024	99.94	15024	142527	100.00	10.54	Ga0113591_175	NODE_179_length_142527_cov_8.164804
1	48216	48216	1	48216	48216	99.98	48561	82521	99.29	58.43	Ga0113591_176	NODE_461_length_82521_cov_8.165644
1	11257	18318	7062	11257	11257	99.99	11257	26144	100.00	43.06	Ga0113591_177	NODE_3010_length_26144_cov_8.999348
1	1873	228717	230589	1873	1873	99.95	16442	245465	11.39	0.76	Ga0113591_178	NODE_54_length_245465_cov_9.812750
1629	16398	230696	245465	14770	14770	99.98	16442	245465	89.83	6.02	Ga0113591_178	NODE_54_length_245465_cov_9.812750
1	35314	2793	38106	35314	35314	99.99	35314	180214	100.00	19.60	Ga0113591_179	NODE_109_length_180214_cov_9.001876
1	9822	4448	14269	9822	9822	99.97	13426	17615	73.16	55.76	Ga0113591_181	NODE_5051_length_17615_cov_8.388781
9847	13092	14370	17615	3246	3246	99.82	13426	17615	24.18	18.43	Ga0113591_181	NODE_5051_length_17615_cov_8.388781
1	14488	14488	1	14488	14488	99.99	42389	175342	34.18	8.26	Ga0113591_182	NODE_116_length_175342_cov_8.013852
14378	42389	1	28012	28012	28012	99.94	42389	33803	66.08	82.87	Ga0113591_182	NODE_2139_length_33803_cov_7.786832
1	8157	133266	125110	8157	8157	99.99	8157	175342	100.00	4.65	Ga0113591_183	NODE_116_length_175342_cov_8.013852
1	5984	76640	70657	5984	5984	99.93	5984	82521	100.00	7.25	Ga0113591_184	NODE_461_length_82521_cov_8.165644
1	14029	17945	31973	14029	14029	99.99	14029	142527	100.00	9.84	Ga0113591_185	NODE_179_length_142527_cov_8.164804
1	3216	41295	38080	3216	3216	100.00	3216	180214	100.00	1.78	Ga0113591_186	NODE_109_length_180214_cov_9.001876
1	3506	162219	158714	3506	3506	99.74	3506	180214	100.00	1.95	Ga0113591_187	NODE_109_length_180214_cov_9.001876
1204	7361	11268	5111	6158	6158	100.00	7361	11268	83.66	54.65	Ga0113591_188	NODE_8788_length_11268_cov_8.937751
