/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/79712.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/BIN_REASSEMBLY/reassembled_bins/bin.135.strict.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	3421	10082	13502	3421	3421	100.00	3421	194132	100.00	1.76	Ga0113601_1176	NODE_5_length_194132_cov_7.199118
1	3664	19865	16202	3664	3664	99.92	3664	52340	100.00	7.00	Ga0113601_1177	NODE_19_length_52340_cov_7.010022
1	7581	61945	54365	7581	7581	100.00	7581	344194	100.00	2.20	Ga0113601_1183	NODE_1_length_344194_cov_8.002999
1	12413	133311	120899	12413	12413	99.96	12413	194132	100.00	6.39	Ga0113601_1186	NODE_5_length_194132_cov_7.199118
1	5800	36084	30285	5800	5800	99.97	5800	245631	100.00	2.36	Ga0113601_1188	NODE_3_length_245631_cov_7.492141
1	4060	108188	104129	4060	4060	99.48	4060	111620	100.00	3.64	Ga0113601_1190	NODE_12_length_111620_cov_7.863891
1	4578	39469	44046	4578	4578	99.96	4578	101308	100.00	4.52	Ga0113601_1192	NODE_13_length_101308_cov_8.382844
1	4106	47330	51435	4106	4106	99.83	4106	113184	100.00	3.63	Ga0113601_1199	NODE_11_length_113184_cov_7.858268
1	6061	70371	76431	6061	6061	99.97	6061	129587	100.00	4.68	Ga0113601_1200	NODE_9_length_129587_cov_7.435047
2	9618	61215	51599	9617	9617	99.97	9618	187870	99.99	5.12	Ga0113601_1202	NODE_6_length_187870_cov_7.940931
1	3279	66094	69372	3279	3279	99.79	3279	98730	100.00	3.32	Ga0113601_1204	NODE_14_length_98730_cov_7.416529
1	8766	90575	81810	8766	8766	99.98	8766	245631	100.00	3.57	Ga0113601_1207	NODE_3_length_245631_cov_7.492141
1	24710	105080	129789	24710	24710	99.99	24710	342205	100.00	7.22	Ga0113601_1211	NODE_2_length_342205_cov_8.480978
1	4867	94790	89924	4867	4867	99.98	4867	194132	100.00	2.51	Ga0113601_1213	NODE_5_length_194132_cov_7.199118
1	5601	284462	290062	5601	5601	100.00	5601	344194	100.00	1.63	Ga0113601_1214	NODE_1_length_344194_cov_8.002999
1	5601	21114	26714	5601	5601	100.00	5601	140836	100.00	3.98	Ga0113601_1216	NODE_7_length_140836_cov_7.496573
1	6572	31091	24520	6572	6572	99.98	6572	56292	100.00	11.67	Ga0113601_1219	NODE_18_length_56292_cov_6.952967
4	9042	226160	235198	9039	9039	99.98	9042	344194	99.97	2.63	Ga0113601_1220	NODE_1_length_344194_cov_8.002999
1	6401	111533	117933	6401	6401	99.98	6401	129587	100.00	4.94	Ga0113601_1224	NODE_9_length_129587_cov_7.435047
1	7712	24781	17070	7712	7712	99.86	7712	35654	100.00	21.63	Ga0113601_1226	NODE_22_length_35654_cov_6.837158
1	11129	72582	61454	11129	11129	99.98	11129	136937	100.00	8.13	Ga0113601_1227	NODE_8_length_136937_cov_8.068368
1	14262	63628	77889	14262	14262	99.99	14262	111620	100.00	12.78	Ga0113601_1238	NODE_12_length_111620_cov_7.863891
1	14568	201308	186741	14568	14568	99.99	14568	236807	100.00	6.15	Ga0113601_1240	NODE_4_length_236807_cov_7.490721
1	3786	76686	72901	3786	3786	100.00	3786	187870	100.00	2.02	Ga0113601_1241	NODE_6_length_187870_cov_7.940931
1	6519	56322	49804	6519	6519	99.98	6519	140836	100.00	4.63	Ga0113601_1242	NODE_7_length_140836_cov_7.496573
40	3937	2799	6696	3898	3898	99.97	3937	140836	99.01	2.77	Ga0113601_1248	NODE_7_length_140836_cov_7.496573
1	3852	33874	37725	3852	3852	99.95	3852	78864	100.00	4.88	Ga0113601_1253	NODE_17_length_78864_cov_6.872109
1	4033	96119	92087	4033	4033	99.93	4033	136937	100.00	2.95	Ga0113601_1254	NODE_8_length_136937_cov_8.068368
1	18509	19096	37604	18509	18509	100.00	18509	117087	100.00	15.81	Ga0113601_1260	NODE_10_length_117087_cov_7.952316
1	5813	15653	21465	5813	5813	100.00	5813	187870	100.00	3.09	Ga0113601_1263	NODE_6_length_187870_cov_7.940931
1	10822	126293	115472	10822	10822	99.98	10822	187870	100.00	5.76	Ga0113601_1264	NODE_6_length_187870_cov_7.940931
1	4692	45837	50528	4692	4692	100.00	4692	194132	100.00	2.42	Ga0113601_1276	NODE_5_length_194132_cov_7.199118
1	4445	40851	36407	4445	4445	99.98	4445	245631	100.00	1.81	Ga0113601_1277	NODE_3_length_245631_cov_7.492141
1	4556	73485	78040	4556	4556	99.96	4567	80414	99.76	5.67	Ga0113601_1288	NODE_16_length_80414_cov_8.101731
1	7782	39442	31661	7782	7782	99.94	7782	80414	100.00	9.68	Ga0113601_1289	NODE_16_length_80414_cov_8.101731
1	3994	29782	33775	3994	3994	99.77	3994	236807	100.00	1.69	Ga0113601_1297	NODE_4_length_236807_cov_7.490721
1	13052	19097	32148	13052	13052	100.00	13052	98730	100.00	13.22	Ga0113601_1298	NODE_14_length_98730_cov_7.416529
1	9851	107646	117496	9851	9851	100.00	9851	140836	100.00	6.99	Ga0113601_1300	NODE_7_length_140836_cov_7.496573
1	3066	20704	23769	3066	3066	99.97	3066	245631	100.00	1.25	Ga0113601_1302	NODE_3_length_245631_cov_7.492141
1	3185	104388	107572	3185	3185	100.00	3185	245631	100.00	1.30	Ga0113601_1303	NODE_3_length_245631_cov_7.492141
1	4854	127281	122428	4854	4854	99.88	4854	140836	100.00	3.45	Ga0113601_1306	NODE_7_length_140836_cov_7.496573
1	4279	4270	8548	4279	4279	99.98	4279	342205	100.00	1.25	Ga0113601_1307	NODE_2_length_342205_cov_8.480978
1	3875	247551	251425	3875	3875	100.00	3875	342205	100.00	1.13	Ga0113601_1308	NODE_2_length_342205_cov_8.480978
1	4300	45112	40813	4300	4300	100.00	4300	245631	100.00	1.75	Ga0113601_1309	NODE_3_length_245631_cov_7.492141
1	8663	100052	108714	8663	8663	99.99	8663	194132	100.00	4.46	Ga0113601_1312	NODE_5_length_194132_cov_7.199118
1	8660	30327	38994	8660	8668	99.91	8660	342205	100.00	2.53	Ga0113601_1313	NODE_2_length_342205_cov_8.480978
1	3900	151113	147214	3900	3900	99.97	3900	245631	100.00	1.59	Ga0113601_1318	NODE_3_length_245631_cov_7.492141
1	16558	42140	25583	16558	16558	99.98	16558	87157	100.00	19.00	Ga0113601_1324	NODE_15_length_87157_cov_7.383148
1	8792	210831	202040	8792	8792	100.00	8792	245631	100.00	3.58	Ga0113601_1327	NODE_3_length_245631_cov_7.492141
1	4103	7033	2931	4103	4103	99.98	4103	236807	100.00	1.73	Ga0113601_1329	NODE_4_length_236807_cov_7.490721
1	6208	98426	92219	6208	6208	99.97	6208	245631	100.00	2.53	Ga0113601_1332	NODE_3_length_245631_cov_7.492141
1	5802	6144	343	5802	5802	100.00	5802	111620	100.00	5.20	Ga0113601_1336	NODE_12_length_111620_cov_7.863891
1	4676	92266	87591	4676	4676	99.91	4676	98730	100.00	4.74	Ga0113601_1339	NODE_14_length_98730_cov_7.416529
1	6842	251381	244540	6842	6842	99.99	6842	344194	100.00	1.99	Ga0113601_1344	NODE_1_length_344194_cov_8.002999
1	6390	84347	90736	6390	6390	99.92	6390	111620	100.00	5.72	Ga0113601_1347	NODE_12_length_111620_cov_7.863891
1	3836	306690	302855	3836	3836	100.00	3836	344194	100.00	1.11	Ga0113601_1348	NODE_1_length_344194_cov_8.002999
1	7630	175788	168159	7630	7630	99.97	7630	236807	100.00	3.22	Ga0113601_1349	NODE_4_length_236807_cov_7.490721
1	3727	137494	141220	3727	3727	100.00	3729	245631	99.95	1.52	Ga0113601_1358	NODE_3_length_245631_cov_7.492141
1	8532	12929	4398	8532	8532	99.96	8532	98730	100.00	8.64	Ga0113601_1359	NODE_14_length_98730_cov_7.416529
1	4117	13451	17567	4117	4117	99.98	4117	194132	100.00	2.12	Ga0113601_1360	NODE_5_length_194132_cov_7.199118
1	6941	45019	51959	6941	6941	99.99	6941	245631	100.00	2.83	Ga0113601_1362	NODE_3_length_245631_cov_7.492141
1	3059	67712	70770	3059	3059	99.90	3059	101308	100.00	3.02	Ga0113601_1368	NODE_13_length_101308_cov_8.382844
1	4999	23679	28677	4999	4999	99.96	4999	28683	100.00	17.43	Ga0113601_1374	NODE_25_length_28683_cov_7.621489
1	3417	3423	7	3417	3417	100.00	3417	52340	100.00	6.53	Ga0113601_1381	NODE_19_length_52340_cov_7.010022
1	3504	159000	162503	3504	3504	100.00	3504	194132	100.00	1.80	Ga0113601_1385	NODE_5_length_194132_cov_7.199118
1	5115	160814	155700	5115	5115	100.00	5115	342205	100.00	1.49	Ga0113601_1390	NODE_2_length_342205_cov_8.480978
1	3071	58238	55168	3071	3071	99.97	3071	236807	100.00	1.30	Ga0113601_1391	NODE_4_length_236807_cov_7.490721
1	7813	8966	16778	7813	7813	99.96	7813	117087	100.00	6.67	Ga0113601_1392	NODE_10_length_117087_cov_7.952316
1	15711	221481	205771	15711	15711	99.96	15711	344194	100.00	4.56	Ga0113601_1393	NODE_1_length_344194_cov_8.002999
1	17074	51642	34569	17074	17074	99.99	17074	187870	100.00	9.09	Ga0113601_1395	NODE_6_length_187870_cov_7.940931
1	3062	9578	12639	3062	3062	100.00	3062	87157	100.00	3.51	Ga0113601_1397	NODE_15_length_87157_cov_7.383148
1	3324	18653	21976	3324	3324	99.88	3324	30341	100.00	10.96	Ga0113601_1399	NODE_24_length_30341_cov_6.184144
1	4658	55495	60152	4658	4658	99.98	4658	245631	100.00	1.90	Ga0113601_1403	NODE_3_length_245631_cov_7.492141
1	5406	196792	191387	5406	5406	100.00	5406	342205	100.00	1.58	Ga0113601_1404	NODE_2_length_342205_cov_8.480978
1	3465	166652	163188	3465	3465	99.97	3465	245631	100.00	1.41	Ga0113601_1406	NODE_3_length_245631_cov_7.492141
1	3527	48076	44550	3527	3527	99.94	3527	98730	100.00	3.57	Ga0113601_1408	NODE_14_length_98730_cov_7.416529
1	4499	180813	185311	4499	4499	100.00	4499	344194	100.00	1.31	Ga0113601_1412	NODE_1_length_344194_cov_8.002999
1	4021	5285	1265	4021	4021	100.00	4021	35654	100.00	11.28	Ga0113601_1413	NODE_22_length_35654_cov_6.837158
1	4977	11475	6499	4977	4977	99.98	4977	20457	100.00	24.33	Ga0113601_1416	NODE_28_length_20457_cov_7.196745
1	6127	90522	96648	6127	6127	99.95	6127	117087	100.00	5.23	Ga0113601_1417	NODE_10_length_117087_cov_7.952316
65	3197	109190	112322	3133	3133	100.00	3197	117087	98.00	2.68	Ga0113601_1418	NODE_10_length_117087_cov_7.952316
1	6016	26759	32774	6016	6016	100.00	6016	187870	100.00	3.20	Ga0113601_1419	NODE_6_length_187870_cov_7.940931
1	7461	301275	293815	7461	7461	100.00	7461	344194	100.00	2.17	Ga0113601_1421	NODE_1_length_344194_cov_8.002999
1	3852	65046	61195	3852	3852	99.97	3852	87157	100.00	4.42	Ga0113601_1423	NODE_15_length_87157_cov_7.383148
1	5454	9824	15277	5454	5454	100.00	5454	236807	100.00	2.30	Ga0113601_1425	NODE_4_length_236807_cov_7.490721
1	5559	222910	228468	5559	5559	99.96	5559	245631	100.00	2.26	Ga0113601_1427	NODE_3_length_245631_cov_7.492141
1	5423	216582	222004	5423	5423	99.98	5423	236807	100.00	2.29	Ga0113601_1428	NODE_4_length_236807_cov_7.490721
1	9674	51193	60866	9674	9674	99.97	9674	129587	100.00	7.47	Ga0113601_1430	NODE_9_length_129587_cov_7.435047
1	4515	181376	176862	4515	4515	100.00	4515	236807	100.00	1.91	Ga0113601_1431	NODE_4_length_236807_cov_7.490721
1	3892	121092	124983	3892	3892	99.82	3892	136937	100.00	2.84	Ga0113601_1436	NODE_8_length_136937_cov_8.068368
1	24510	26801	51310	24510	24510	99.98	24510	51378	100.00	47.71	Ga0113601_1438	NODE_20_length_51378_cov_7.709390
1	4404	71137	75540	4404	4404	100.00	4404	344194	100.00	1.28	Ga0113601_1443	NODE_1_length_344194_cov_8.002999
1	11488	113892	102405	11488	11488	99.97	11488	136937	100.00	8.39	Ga0113601_1446	NODE_8_length_136937_cov_8.068368
1	7219	20829	13611	7219	7219	99.97	7219	245631	100.00	2.94	Ga0113601_1448	NODE_3_length_245631_cov_7.492141
1	6098	136259	142356	6098	6098	99.98	6098	187870	100.00	3.25	Ga0113601_1451	NODE_6_length_187870_cov_7.940931
1	4740	42693	47432	4740	4740	99.94	4740	344194	100.00	1.38	Ga0113601_1458	NODE_1_length_344194_cov_8.002999
1	3884	289972	293855	3884	3884	99.97	3884	344194	100.00	1.13	Ga0113601_1464	NODE_1_length_344194_cov_8.002999
1	5594	30564	36157	5594	5594	100.00	5594	111620	100.00	5.01	Ga0113601_1475	NODE_12_length_111620_cov_7.863891
1	8902	8513	17414	8902	8902	99.90	8902	342205	100.00	2.60	Ga0113601_1476	NODE_2_length_342205_cov_8.480978
1	5127	106411	111537	5127	5127	99.96	5127	129587	100.00	3.96	Ga0113601_1480	NODE_9_length_129587_cov_7.435047
1	6024	199547	193524	6024	6024	99.98	6024	245631	100.00	2.45	Ga0113601_1486	NODE_3_length_245631_cov_7.492141
1	3261	154313	151053	3261	3261	99.97	3261	245631	100.00	1.33	Ga0113601_1489	NODE_3_length_245631_cov_7.492141
1	8565	94782	86218	8565	8565	99.99	8565	129587	100.00	6.61	Ga0113601_1491	NODE_9_length_129587_cov_7.435047
1	3487	37448	33962	3487	3487	99.97	3487	98730	100.00	3.53	Ga0113601_1499	NODE_14_length_98730_cov_7.416529
1	3481	229061	225581	3481	3481	100.00	3481	342205	100.00	1.02	Ga0113601_1501	NODE_2_length_342205_cov_8.480978
707	1849	149511	150653	1143	1143	80.78	3196	236807	35.76	0.48	Ga0113601_1504	NODE_4_length_236807_cov_7.490721
1	5112	220540	225651	5112	5112	99.98	5112	342205	100.00	1.49	Ga0113601_1511	NODE_2_length_342205_cov_8.480978
1	5996	257395	251400	5996	5996	99.97	5996	344194	100.00	1.74	Ga0113601_1513	NODE_1_length_344194_cov_8.002999
1	4242	235138	239379	4242	4242	99.95	4242	344194	100.00	1.23	Ga0113601_1515	NODE_1_length_344194_cov_8.002999
1	5705	51481	57185	5705	5705	99.93	5705	101308	100.00	5.63	Ga0113601_1521	NODE_13_length_101308_cov_8.382844
1	5380	136323	141702	5380	5380	100.00	5380	236807	100.00	2.27	Ga0113601_1528	NODE_4_length_236807_cov_7.490721
1	6105	127462	121358	6105	6105	100.00	6105	129587	100.00	4.71	Ga0113601_1532	NODE_9_length_129587_cov_7.435047
1	4172	18004	22175	4172	4172	100.00	4172	342205	100.00	1.22	Ga0113601_1533	NODE_2_length_342205_cov_8.480978
1	5367	181503	186869	5367	5367	99.96	5367	236807	100.00	2.27	Ga0113601_1535	NODE_4_length_236807_cov_7.490721
1	3064	49277	46214	3064	3064	99.74	3064	140836	100.00	2.18	Ga0113601_1537	NODE_7_length_140836_cov_7.496573
1	5694	129157	134850	5694	5694	99.98	5694	187870	100.00	3.03	Ga0113601_1539	NODE_6_length_187870_cov_7.940931
1	3529	60436	56908	3529	3529	100.00	3529	342205	100.00	1.03	Ga0113601_1540	NODE_2_length_342205_cov_8.480978
1	3436	87361	90796	3436	3436	99.94	3436	236807	100.00	1.45	Ga0113601_1541	NODE_4_length_236807_cov_7.490721
1	9081	138253	147333	9081	9081	99.97	9081	344194	100.00	2.64	Ga0113601_1545	NODE_1_length_344194_cov_8.002999
1	4739	90454	85716	4739	4739	99.96	4739	117087	100.00	4.05	Ga0113601_1548	NODE_10_length_117087_cov_7.952316
1	8629	324254	332882	8629	8629	99.87	8629	342205	100.00	2.52	Ga0113601_1549	NODE_2_length_342205_cov_8.480978
1	6745	116993	123737	6745	6745	99.88	6895	236807	97.82	2.85	Ga0113601_1552	NODE_4_length_236807_cov_7.490721
1	13448	12952	26399	13448	13448	100.00	13448	136937	100.00	9.82	Ga0113601_1555	NODE_8_length_136937_cov_8.068368
2	5660	60225	54567	5659	5659	99.98	5660	194132	99.98	2.92	Ga0113601_1556	NODE_5_length_194132_cov_7.199118
1	3876	202133	206008	3876	3876	99.92	3876	344194	100.00	1.13	Ga0113601_1559	NODE_1_length_344194_cov_8.002999
1	3268	240792	237525	3268	3268	100.00	3268	245631	100.00	1.33	Ga0113601_1561	NODE_3_length_245631_cov_7.492141
1	4341	37392	41732	4341	4341	99.88	4341	50326	100.00	8.63	Ga0113601_1565	NODE_21_length_50326_cov_7.518470
1	4996	170248	165253	4996	4996	100.00	4997	194132	99.98	2.57	Ga0113601_1566	NODE_5_length_194132_cov_7.199118
1	5503	96218	90716	5503	5503	99.96	5503	236807	100.00	2.32	Ga0113601_1572	NODE_4_length_236807_cov_7.490721
1	7654	50100	42447	7654	7654	99.99	7654	52340	100.00	14.62	Ga0113601_1574	NODE_19_length_52340_cov_7.010022
1	3284	154261	157544	3284	3284	99.97	3284	245631	100.00	1.34	Ga0113601_1575	NODE_3_length_245631_cov_7.492141
1	4533	167666	172198	4533	4533	99.93	4533	187870	100.00	2.41	Ga0113601_1577	NODE_6_length_187870_cov_7.940931
1	4532	220840	216309	4532	4532	99.96	4532	245631	100.00	1.85	Ga0113601_1580	NODE_3_length_245631_cov_7.492141
1	5611	61164	66774	5611	5611	100.00	5611	187870	100.00	2.99	Ga0113601_1582	NODE_6_length_187870_cov_7.940931
1	4054	75281	71228	4054	4054	99.85	4054	101308	100.00	4.00	Ga0113601_1584	NODE_13_length_101308_cov_8.382844
1	14158	46213	32056	14158	14158	99.97	14158	140836	100.00	10.05	Ga0113601_1586	NODE_7_length_140836_cov_7.496573
1	3701	69123	65423	3701	3701	100.00	3701	117087	100.00	3.16	Ga0113601_1587	NODE_10_length_117087_cov_7.952316
1	10229	93902	104130	10229	10229	99.99	10229	342205	100.00	2.99	Ga0113601_1588	NODE_2_length_342205_cov_8.480978
1	16125	10814	26938	16125	16125	100.00	16125	129587	100.00	12.44	Ga0113601_1592	NODE_9_length_129587_cov_7.435047
1	7075	7075	1	7075	7075	100.00	8431	28683	83.92	24.67	Ga0113601_1593	NODE_25_length_28683_cov_7.621489
7091	8431	22	1362	1341	1341	99.70	8431	4008	15.91	33.46	Ga0113601_1593	NODE_44_length_4008_cov_6.830003
1	14634	11430	26063	14634	14634	99.97	14634	31198	100.00	46.91	Ga0113601_1594	NODE_23_length_31198_cov_7.431365
1	18797	169276	188072	18797	18797	99.98	18797	342205	100.00	5.49	Ga0113601_1599	NODE_2_length_342205_cov_8.480978
1	3810	19037	15228	3810	3810	100.00	3810	98730	100.00	3.86	Ga0113601_1602	NODE_14_length_98730_cov_7.416529
1	6643	16964	23606	6643	6643	99.97	6643	87157	100.00	7.62	Ga0113601_1607	NODE_15_length_87157_cov_7.383148
4	3566	4764	1202	3563	3563	99.86	3566	20457	99.92	17.42	Ga0113601_1610	NODE_28_length_20457_cov_7.196745
1	3772	7231	11002	3772	3772	99.95	3772	30341	100.00	12.43	Ga0113601_1611	NODE_24_length_30341_cov_6.184144
1	8054	26537	18484	8054	8054	99.98	8054	344194	100.00	2.34	Ga0113601_1615	NODE_1_length_344194_cov_8.002999
4	3722	29530	25812	3719	3719	99.62	4431	236807	83.93	1.57	Ga0113601_1616	NODE_4_length_236807_cov_7.490721
2858	4431	21752	20179	1574	1574	99.30	4431	236807	35.52	0.66	Ga0113601_1616	NODE_4_length_236807_cov_7.490721
1	10690	57083	67772	10690	10690	99.99	10690	101308	100.00	10.55	Ga0113601_1624	NODE_13_length_101308_cov_8.382844
