/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/79703.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/BIN_REASSEMBLY/reassembled_bins/bin.86.strict.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	9551	17914	8364	9551	9551	99.95	9551	40509	100.00	23.58	Ga0113591_119	NODE_8_length_40509_cov_8.162135
132	2406	2275	1	2275	2275	100.00	12149	6117	18.73	37.19	Ga0113591_120	NODE_16_length_6117_cov_6.233751
2533	12149	1	9617	9617	9617	99.96	12149	37288	79.16	25.79	Ga0113591_120	NODE_9_length_37288_cov_7.790938
1	15987	182688	166744	15987	15945	99.69	15987	406534	100.00	3.92	Ga0113591_121	NODE_3_length_406534_cov_7.481167
1	7443	166842	159400	7443	7443	99.96	7443	406534	100.00	1.83	Ga0113591_122	NODE_3_length_406534_cov_7.481167
1	9894	376673	366780	9894	9894	99.97	9894	406534	100.00	2.43	Ga0113591_123	NODE_3_length_406534_cov_7.481167
1	4788	148215	143428	4788	4788	99.92	4788	406534	100.00	1.18	Ga0113591_124	NODE_3_length_406534_cov_7.481167
1	24977	335871	310895	24977	24977	99.99	25973	533510	96.17	4.68	Ga0113591_125	NODE_1_length_533510_cov_9.330457
1	46337	423727	377391	46337	46337	99.99	46337	471430	100.00	9.83	Ga0113591_126	NODE_2_length_471430_cov_8.263325
1	4619	28498	23880	4619	4619	99.85	4619	37288	100.00	12.39	Ga0113591_127	NODE_9_length_37288_cov_7.790938
1	8147	358696	350538	8147	8159	99.77	8147	533510	100.00	1.53	Ga0113591_128	NODE_1_length_533510_cov_9.330457
1	16206	335700	319495	16206	16206	99.99	16206	406534	100.00	3.99	Ga0113591_129	NODE_3_length_406534_cov_7.481167
1	7996	22231	14236	7996	7996	99.89	7996	70800	100.00	11.29	Ga0113591_130	NODE_6_length_70800_cov_7.587504
1	3061	20377	17317	3061	3061	99.77	3061	471430	100.00	0.65	Ga0113591_131	NODE_2_length_471430_cov_8.263325
1	5144	6176	11319	5144	5144	100.00	15365	406534	33.48	1.27	Ga0113591_132	NODE_3_length_406534_cov_7.481167
5089	15365	11329	21605	10277	10277	100.00	15365	406534	66.89	2.53	Ga0113591_132	NODE_3_length_406534_cov_7.481167
1	3068	59694	56627	3068	3068	100.00	3068	59774	100.00	5.13	Ga0113591_133	NODE_7_length_59774_cov_8.366232
25	71135	462082	533189	71111	71108	99.95	71135	533510	99.97	13.33	Ga0113591_134	NODE_1_length_533510_cov_9.330457
364	24833	245411	269880	24470	24470	99.98	24833	533510	98.54	4.59	Ga0113591_135	NODE_1_length_533510_cov_9.330457
1	34311	125257	90947	34311	34311	99.97	34311	471430	100.00	7.28	Ga0113591_136	NODE_2_length_471430_cov_8.263325
1	33273	270936	237664	33273	33273	99.98	33273	270936	100.00	12.28	Ga0113591_137	NODE_4_length_270936_cov_9.364241
1	33297	245706	212410	33297	33297	99.98	33297	533510	100.00	6.24	Ga0113591_138	NODE_1_length_533510_cov_9.330457
1	3355	131319	134673	3355	3355	99.97	3355	406534	100.00	0.83	Ga0113591_139	NODE_3_length_406534_cov_7.481167
1	14320	298791	313113	14320	14323	99.91	14320	406534	100.00	3.52	Ga0113591_140	NODE_3_length_406534_cov_7.481167
1	22909	385930	408839	22909	22910	99.99	22909	533510	100.00	4.29	Ga0113591_141	NODE_1_length_533510_cov_9.330457
1	4060	388641	392700	4060	4060	100.00	4060	406534	100.00	1.00	Ga0113591_142	NODE_3_length_406534_cov_7.481167
1	13822	125408	139229	13822	13822	99.99	13822	471430	100.00	2.93	Ga0113591_143	NODE_2_length_471430_cov_8.263325
1	10072	309237	299166	10072	10072	99.90	10072	471430	100.00	2.14	Ga0113591_144	NODE_2_length_471430_cov_8.263325
256	8410	291120	299274	8155	8155	99.95	8410	471430	96.97	1.73	Ga0113591_145	NODE_2_length_471430_cov_8.263325
1	60922	131445	70524	60922	60922	99.97	60922	406534	100.00	14.99	Ga0113591_146	NODE_3_length_406534_cov_7.481167
1	6995	37369	44363	6995	6995	100.00	6995	471430	100.00	1.48	Ga0113591_148	NODE_2_length_471430_cov_8.263325
1	14295	59138	44844	14295	14295	100.00	14295	270936	100.00	5.28	Ga0113591_149	NODE_4_length_270936_cov_9.364241
37	22723	40508	17822	22687	22687	99.95	22723	40509	99.84	56.00	Ga0113591_150	NODE_8_length_40509_cov_8.162135
1	20523	280986	260464	20523	20523	99.99	20523	406534	100.00	5.05	Ga0113591_151	NODE_3_length_406534_cov_7.481167
1	11222	241857	253078	11222	11222	99.98	11222	406534	100.00	2.76	Ga0113591_152	NODE_3_length_406534_cov_7.481167
1	12221	43367	55587	12221	12221	99.96	12221	406534	100.00	3.01	Ga0113591_153	NODE_3_length_406534_cov_7.481167
1	5175	39653	44827	5175	5175	99.92	5175	270936	100.00	1.91	Ga0113591_154	NODE_4_length_270936_cov_9.364241
1	23215	343637	366851	23215	23215	99.97	23215	406534	100.00	5.71	Ga0113591_155	NODE_3_length_406534_cov_7.481167
1	17451	39241	56691	17451	17451	99.99	17451	59774	100.00	29.19	Ga0113591_156	NODE_7_length_59774_cov_8.366232
1	39788	39858	71	39788	39788	99.99	39788	270936	100.00	14.69	Ga0113591_157	NODE_4_length_270936_cov_9.364241
55	39848	462206	422419	39794	39788	99.94	39848	533510	99.86	7.46	Ga0113591_158	NODE_1_length_533510_cov_9.330457
1	3416	335772	339187	3416	3416	99.94	3416	533510	100.00	0.64	Ga0113591_160	NODE_1_length_533510_cov_9.330457
1	7480	253022	260501	7480	7480	99.99	7481	406534	99.99	1.84	Ga0113591_161	NODE_3_length_406534_cov_7.481167
1	60007	83725	143741	60007	60017	99.98	60007	270936	100.00	22.15	Ga0113591_162	NODE_4_length_270936_cov_9.364241
1	11224	406505	395282	11224	11224	99.96	11224	406534	100.00	2.76	Ga0113591_163	NODE_3_length_406534_cov_7.481167
1	6436	7679	14114	6436	6436	99.98	6436	471430	100.00	1.37	Ga0113591_164	NODE_2_length_471430_cov_8.263325
1	2583	363863	361283	2583	2581	99.81	3309	533510	78.06	0.48	Ga0113591_165	NODE_1_length_533510_cov_9.330457
1	11341	159455	148115	11341	11341	99.96	11341	406534	100.00	2.79	Ga0113591_166	NODE_3_length_406534_cov_7.481167
53	6575	350560	344038	6523	6523	99.85	6575	533510	99.21	1.22	Ga0113591_167	NODE_1_length_533510_cov_9.330457
1	5059	21538	26596	5059	5059	100.00	5059	406534	100.00	1.24	Ga0113591_168	NODE_3_length_406534_cov_7.481167
1	6738	6806	69	6738	6738	100.00	7239	40509	93.08	16.63	Ga0113591_169	NODE_8_length_40509_cov_8.162135
1	6150	430098	423949	6150	6150	99.93	6372	471430	96.52	1.30	Ga0113591_170	NODE_2_length_471430_cov_8.263325
1	5324	386067	380744	5324	5324	99.96	5324	533510	100.00	1.00	Ga0113591_171	NODE_1_length_533510_cov_9.330457
1	7388	142073	134624	7388	7450	99.05	7388	406534	100.00	1.83	Ga0113591_172	NODE_3_length_406534_cov_7.481167
1	65061	312377	377437	65061	65061	99.97	65061	471430	100.00	13.80	Ga0113591_173	NODE_2_length_471430_cov_8.263325
1	4188	344072	339885	4188	4188	100.00	4188	533510	100.00	0.78	Ga0113591_174	NODE_1_length_533510_cov_9.330457
1	15024	55606	70629	15024	15024	99.95	15024	406534	100.00	3.70	Ga0113591_175	NODE_3_length_406534_cov_7.481167
1	48326	22475	70800	48326	48326	99.98	48561	70800	99.52	68.26	Ga0113591_176	NODE_6_length_70800_cov_7.587504
1	3182	37422	34241	3182	3182	100.00	11257	471430	28.27	0.67	Ga0113591_177	NODE_2_length_471430_cov_8.263325
3127	11257	34141	26011	8131	8131	99.99	11257	471430	72.23	1.72	Ga0113591_177	NODE_2_length_471430_cov_8.263325
1	1873	16749	14877	1873	1873	99.95	16442	533510	11.39	0.35	Ga0113591_178	NODE_1_length_533510_cov_9.330457
1629	16398	14770	1	14770	14770	99.97	16442	533510	89.83	2.77	Ga0113591_178	NODE_1_length_533510_cov_9.330457
1	35314	468557	433244	35314	35314	99.99	35314	471430	100.00	7.49	Ga0113591_179	NODE_2_length_471430_cov_8.263325
1	13425	63189	49765	13425	13425	99.90	13426	471430	99.99	2.85	Ga0113591_181	NODE_2_length_471430_cov_8.263325
1	42389	225147	182759	42389	42389	99.98	42389	406534	100.00	10.43	Ga0113591_182	NODE_3_length_406534_cov_7.481167
1	8157	343809	335653	8157	8157	99.99	8157	406534	100.00	2.01	Ga0113591_183	NODE_3_length_406534_cov_7.481167
1	5984	31165	37148	5984	5984	99.92	5984	37288	100.00	16.05	Ga0113591_184	NODE_9_length_37288_cov_7.790938
1	14029	29448	43476	14029	14029	100.00	14029	406534	100.00	3.45	Ga0113591_185	NODE_3_length_406534_cov_7.481167
1	3216	430055	433270	3216	3216	100.00	3216	471430	100.00	0.68	Ga0113591_186	NODE_2_length_471430_cov_8.263325
1	3506	309200	312705	3506	3506	99.71	3506	471430	100.00	0.74	Ga0113591_187	NODE_2_length_471430_cov_8.263325
1089	7361	1	6273	6273	6273	99.98	7361	406534	85.22	1.54	Ga0113591_188	NODE_3_length_406534_cov_7.481167
