/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/79702.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/BIN_REASSEMBLY/reassembled_bins/bin.4.permissive.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	28016	14935	42950	28016	28016	99.99	28074	43082	99.79	65.03	Ga0113590_122	NODE_13_length_43082_cov_18.841843
1	27783	65163	92945	27783	27783	99.94	27783	195399	100.00	14.22	Ga0113590_123	NODE_2_length_195399_cov_15.964137
592	27265	26674	1	26674	26674	99.93	27459	181431	97.14	14.70	Ga0113590_124	NODE_4_length_181431_cov_14.451934
1	23491	56010	32505	23491	23506	99.71	23491	73483	100.00	31.99	Ga0113590_125	NODE_10_length_73483_cov_14.829697
1	19968	20091	124	19968	19968	99.98	19977	195399	99.95	10.22	Ga0113590_126	NODE_2_length_195399_cov_15.964137
1	19940	12665	32604	19940	19940	99.99	19940	73483	100.00	27.14	Ga0113590_127	NODE_10_length_73483_cov_14.829697
1	19931	70980	51050	19931	19931	99.87	19931	103332	100.00	19.29	Ga0113590_128	NODE_9_length_103332_cov_15.286434
1	19283	98186	78904	19283	19283	99.99	19283	143371	100.00	13.45	Ga0113590_129	NODE_6_length_143371_cov_17.922423
193	17683	73401	55911	17491	17491	99.97	17683	73483	98.91	23.80	Ga0113590_130	NODE_10_length_73483_cov_14.829697
1	15034	15034	1	15034	15034	100.00	17091	43082	87.96	34.90	Ga0113590_131	NODE_13_length_43082_cov_18.841843
1	15430	25246	9817	15430	15430	99.86	15430	25525	100.00	60.45	Ga0113590_132	NODE_14_length_25525_cov_17.826345
1	14575	14575	1	14575	14575	99.88	14874	54930	97.99	26.53	Ga0113590_133	NODE_11_length_54930_cov_14.234114
1	12553	13458	905	12553	12554	99.86	12553	143371	100.00	8.76	Ga0113590_134	NODE_6_length_143371_cov_17.922423
314	12424	1	12111	12111	12111	99.82	12424	52830	97.48	22.92	Ga0113590_135	NODE_12_length_52830_cov_17.896220
1	9447	79003	69557	9447	9447	100.00	9447	143371	100.00	6.59	Ga0113590_136	NODE_6_length_143371_cov_17.922423
1	9269	55811	65079	9269	9269	99.98	9269	195399	100.00	4.74	Ga0113590_137	NODE_2_length_195399_cov_15.964137
221	8285	8100	36	8065	8065	99.88	8285	8107	97.34	99.48	Ga0113590_138	NODE_15_length_8107_cov_15.047814
1	5426	98087	103512	5426	5426	99.93	5426	143371	100.00	3.78	Ga0113590_139	NODE_6_length_143371_cov_17.922423
1	4063	427508	431570	4063	4063	99.98	4063	432399	100.00	0.94	Ga0113590_140	NODE_1_length_432399_cov_17.127079
2	3364	29961	26599	3363	3363	99.46	3444	181431	97.65	1.85	Ga0113590_141	NODE_4_length_181431_cov_14.451934
1	2944	364	3320	2944	2957	99.19	3040	3320	96.84	89.07	Ga0113590_143	NODE_17_length_3320_cov_14.050842
