/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/94258.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/BIN_REASSEMBLY/reassembled_bins/bin.67.strict.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	28210	668667	640457	28210	28211	99.93	28210	855862	100.00	3.30	Ga0136516_1095	NODE_2_length_855862_cov_14.479806
1	4369	89366	93734	4369	4369	99.93	4369	855862	100.00	0.51	Ga0136516_1096	NODE_2_length_855862_cov_14.479806
1	16345	640658	624314	16345	16345	99.96	16345	855862	100.00	1.91	Ga0136516_1097	NODE_2_length_855862_cov_14.479806
1	11920	576188	588107	11920	11920	100.00	11920	670680	100.00	1.78	Ga0136516_1098	NODE_3_length_670680_cov_19.109861
1	5349	649958	655309	5349	5352	99.85	5349	670680	100.00	0.80	Ga0136516_1099	NODE_3_length_670680_cov_19.109861
1	23475	251193	227719	23475	23475	99.97	23475	670680	100.00	3.50	Ga0136516_1100	NODE_3_length_670680_cov_19.109861
1	4364	151103	146740	4364	4364	99.86	4494	855862	97.11	0.51	Ga0136516_1101	NODE_2_length_855862_cov_14.479806
1	30317	647850	617534	30317	30317	99.96	30317	870392	100.00	3.48	Ga0136516_1102	NODE_1_length_870392_cov_16.821390
1	9765	304367	314131	9765	9765	99.86	9765	670680	100.00	1.46	Ga0136516_1103	NODE_3_length_670680_cov_19.109861
1	4350	259916	264265	4350	4350	99.95	4350	855862	100.00	0.51	Ga0136516_1104	NODE_2_length_855862_cov_14.479806
1	26519	86873	60355	26519	26519	99.97	26519	198108	100.00	13.39	Ga0136516_1105	NODE_5_length_198108_cov_15.509207
1	26537	473093	446557	26537	26537	99.93	26537	670680	100.00	3.96	Ga0136516_1106	NODE_3_length_670680_cov_19.109861
1	6026	427520	433545	6026	6026	99.95	6026	855862	100.00	0.70	Ga0136516_1107	NODE_2_length_855862_cov_14.479806
1	9249	403417	412665	9249	9249	99.97	9249	855862	100.00	1.08	Ga0136516_1108	NODE_2_length_855862_cov_14.479806
1	15527	614525	598999	15527	15527	99.99	15527	670680	100.00	2.32	Ga0136516_1109	NODE_3_length_670680_cov_19.109861
1	13149	35109	21961	13149	13149	99.95	13149	205662	100.00	6.39	Ga0136516_1110	NODE_4_length_205662_cov_16.506213
1	8015	824185	816171	8015	8015	99.98	8015	855862	100.00	0.94	Ga0136516_1111	NODE_2_length_855862_cov_14.479806
489	46556	67979	21912	46068	46068	99.97	46556	67979	98.95	67.77	Ga0136516_1112	NODE_6_length_67979_cov_15.106266
745	3786	19010	22051	3042	3042	100.00	3870	205662	78.60	1.48	Ga0136516_1113	NODE_4_length_205662_cov_16.506213
1	19846	169644	189489	19846	19846	99.95	19846	670680	100.00	2.96	Ga0136516_1115	NODE_3_length_670680_cov_19.109861
1	23380	259947	236568	23380	23380	99.96	23380	855862	100.00	2.73	Ga0136516_1116	NODE_2_length_855862_cov_14.479806
1	43634	517970	561603	43634	43634	99.98	43634	855862	100.00	5.10	Ga0136516_1117	NODE_2_length_855862_cov_14.479806
1	63382	446650	383269	63382	63382	99.96	63382	670680	100.00	9.45	Ga0136516_1118	NODE_3_length_670680_cov_19.109861
1	20018	177930	197947	20018	20018	99.98	32017	198108	62.52	10.10	Ga0136516_1119	NODE_5_length_198108_cov_15.509207
22035	26185	1	4151	4151	4151	99.76	32017	67979	12.96	6.11	Ga0136516_1119	NODE_6_length_67979_cov_15.106266
1	35272	682883	647612	35272	35272	99.98	35272	870392	100.00	4.05	Ga0136516_1120	NODE_1_length_870392_cov_16.821390
3	31492	115037	146526	31490	31490	99.95	31492	855862	99.99	3.68	Ga0136516_1121	NODE_2_length_855862_cov_14.479806
1	31390	31456	68	31390	31389	99.96	31409	35609	99.94	88.15	Ga0136516_1122	NODE_7_length_35609_cov_17.975474
1	5709	5750	42	5709	5709	100.00	5709	5805	100.00	98.35	Ga0136516_1123	NODE_15_length_5805_cov_20.684522
1	9389	418234	427622	9389	9389	99.91	9389	855862	100.00	1.10	Ga0136516_1124	NODE_2_length_855862_cov_14.479806
