/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/79699.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/BIN_REASSEMBLY/reassembled_bins/bin.140.permissive.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
46	33482	1	33437	33437	33437	99.96	33482	119591	99.87	27.96	Ga0113587_113	NODE_8_length_119591_cov_20.725104
1	54341	104886	159233	54341	54348	99.93	54341	312845	100.00	17.37	Ga0113587_114	NODE_1_length_312845_cov_21.166575
1	68516	4166	72711	68516	68546	99.93	68516	167471	100.00	40.93	Ga0113587_115	NODE_5_length_167471_cov_20.446325
1	9316	10291	979	9316	9313	99.87	9329	49997	99.86	18.63	Ga0113587_116	NODE_11_length_49997_cov_18.899744
1	24043	31642	7600	24043	24043	99.96	24043	33513	100.00	71.74	Ga0113587_117	NODE_13_length_33513_cov_18.616713
1	11405	248709	237312	11405	11398	99.93	11405	248805	100.00	4.58	Ga0113587_118	NODE_2_length_248805_cov_18.264489
1	1573	1575	1	1573	1575	98.60	6177	4276	25.47	36.83	Ga0113587_119	NODE_32_length_4276_cov_14.254916
1943	6175	1	4233	4233	4233	99.88	6177	33513	68.53	12.63	Ga0113587_119	NODE_13_length_33513_cov_18.616713
1	3517	104985	101455	3517	3531	99.43	3517	312845	100.00	1.13	Ga0113587_120	NODE_1_length_312845_cov_21.166575
1	19308	695	20011	19308	19317	99.94	19308	72919	100.00	26.49	Ga0113587_121	NODE_10_length_72919_cov_20.822368
257	3345	17080	13991	3089	3090	99.42	3345	22030	92.35	14.03	Ga0113587_122	NODE_19_length_22030_cov_16.110307
1	9613	12557	2945	9613	9613	99.91	9613	13578	100.00	70.80	Ga0113587_123	NODE_25_length_13578_cov_17.725357
1	4198	12474	16682	4198	4209	99.29	4198	21024	100.00	20.02	Ga0113587_124	NODE_21_length_21024_cov_16.699938
1	18798	51995	33175	18798	18821	99.80	18798	119591	100.00	15.74	Ga0113587_125	NODE_8_length_119591_cov_20.725104
1	41719	77867	119591	41719	41725	99.96	42582	119591	97.97	34.89	Ga0113587_126	NODE_8_length_119591_cov_20.725104
430	15435	21175	6170	15006	15006	99.99	15435	21175	97.22	70.87	Ga0113587_127	NODE_20_length_21175_cov_18.542992
1	44320	70988	26683	44320	44306	99.91	44320	72919	100.00	60.76	Ga0113587_128	NODE_10_length_72919_cov_20.822368
1	5094	9607	4515	5094	5093	99.88	5094	21024	100.00	24.22	Ga0113587_129	NODE_21_length_21024_cov_16.699938
1	60151	159134	219290	60151	60157	99.98	60151	312845	100.00	19.23	Ga0113587_130	NODE_1_length_312845_cov_21.166575
1	6992	8677	1684	6992	6994	99.74	6992	248805	100.00	2.81	Ga0113587_131	NODE_2_length_248805_cov_18.264489
1	38798	135302	174099	38798	38798	99.99	161242	228900	24.06	16.95	Ga0113587_132	NODE_3_length_228900_cov_18.515336
38738	93534	174104	228900	54797	54797	99.98	161242	228900	33.98	23.94	Ga0113587_132	NODE_3_length_228900_cov_18.515336
96044	161242	93909	28711	65199	65199	99.99	161242	93909	40.44	69.43	Ga0113587_132	NODE_9_length_93909_cov_18.197434
1	9743	130575	140317	9743	9743	100.00	9743	202727	100.00	4.81	Ga0113587_133	NODE_4_length_202727_cov_19.126395
1	8755	136651	127897	8755	8755	100.00	8755	167471	100.00	5.23	Ga0113587_134	NODE_5_length_167471_cov_20.446325
1	9418	42	9459	9418	9418	99.99	9418	29299	100.00	32.14	Ga0113587_135	NODE_16_length_29299_cov_18.396594
1	20891	28797	7911	20891	20887	99.97	20891	93909	100.00	22.24	Ga0113587_136	NODE_9_length_93909_cov_18.197434
1	25509	170474	195982	25509	25509	99.98	26898	202727	94.84	12.58	Ga0113587_137	NODE_4_length_202727_cov_19.126395
25510	26898	196138	197526	1389	1389	99.93	26898	202727	5.16	0.69	Ga0113587_137	NODE_4_length_202727_cov_19.126395
1	18206	51896	70100	18206	18205	99.88	18206	119591	100.00	15.22	Ga0113587_138	NODE_8_length_119591_cov_20.725104
1	5118	68146	73263	5118	5118	99.82	5118	312845	100.00	1.64	Ga0113587_139	NODE_1_length_312845_cov_21.166575
1	98800	98798	1	98800	98798	99.98	99075	151451	99.72	65.23	Ga0113587_140	NODE_6_length_151451_cov_18.996295
1	99624	102004	2389	99624	99616	99.96	99624	136179	100.00	73.15	Ga0113587_141	NODE_7_length_136179_cov_16.543482
1	115385	237343	121977	115385	115367	99.95	115385	248805	100.00	46.37	Ga0113587_142	NODE_2_length_248805_cov_18.264489
1	4068	101158	97093	4068	4066	99.88	4068	312845	100.00	1.30	Ga0113587_143	NODE_1_length_312845_cov_21.166575
1	25917	286902	312818	25917	25917	99.90	25917	312845	100.00	8.28	Ga0113587_145	NODE_1_length_312845_cov_21.166575
1	4780	9342	14121	4780	4780	99.60	4780	22030	100.00	21.70	Ga0113587_146	NODE_19_length_22030_cov_16.110307
1	7351	41348	33984	7351	7365	99.55	7351	49997	100.00	14.73	Ga0113587_147	NODE_11_length_49997_cov_18.899744
1	1688	1688	1	1688	1688	99.82	34332	22030	4.92	7.66	Ga0113587_148	NODE_19_length_22030_cov_16.110307
1671	5061	3391	1	3391	3391	99.94	34332	3391	9.88	100.00	Ga0113587_148	NODE_37_length_3391_cov_12.991007
5544	22502	1	16959	16959	16959	99.98	34332	16959	49.40	100.00	Ga0113587_148	NODE_22_length_16959_cov_19.922563
23815	34332	167471	156954	10518	10518	99.99	34332	167471	30.64	6.28	Ga0113587_148	NODE_5_length_167471_cov_20.446325
1	3721	89685	93405	3721	3721	99.54	3721	312845	100.00	1.19	Ga0113587_149	NODE_1_length_312845_cov_21.166575
1	23332	23332	1	23332	23332	99.90	35187	30289	66.31	77.03	Ga0113587_150	NODE_14_length_30289_cov_17.473507
24719	35187	1	10473	10469	10473	99.94	35187	228900	29.75	4.58	Ga0113587_150	NODE_3_length_228900_cov_18.515336
1210	7298	160	6248	6089	6089	100.00	23421	6248	26.00	97.46	Ga0113587_151	NODE_30_length_6248_cov_18.166317
7521	20141	1	12621	12621	12621	99.98	23421	12621	53.89	100.00	Ga0113587_151	NODE_26_length_12621_cov_20.060322
1	94591	130674	36078	94591	94597	99.89	94591	202727	100.00	46.66	Ga0113587_152	NODE_4_length_202727_cov_19.126395
1	55330	127996	72662	55330	55335	99.96	55330	167471	100.00	33.04	Ga0113587_153	NODE_5_length_167471_cov_20.446325
1	67799	286987	219186	67799	67802	99.97	67799	312845	100.00	21.67	Ga0113587_154	NODE_1_length_312845_cov_21.166575
1	13915	13915	1	13915	13915	99.98	18368	312845	75.76	4.45	Ga0113587_155	NODE_1_length_312845_cov_21.166575
14428	18108	1	3681	3681	3681	99.86	18368	3681	20.04	100.00	Ga0113587_155	NODE_34_length_3681_cov_11.443617
1	30356	170573	140218	30356	30356	99.99	30356	202727	100.00	14.97	Ga0113587_156	NODE_4_length_202727_cov_19.126395
1	5959	3313	9284	5959	5972	99.55	5959	22030	100.00	27.11	Ga0113587_157	NODE_19_length_22030_cov_16.110307
1	5850	104459	98622	5850	5838	99.76	5850	151451	100.00	3.85	Ga0113587_158	NODE_6_length_151451_cov_18.996295
1	12344	48650	36308	12344	12343	98.94	20503	312845	60.21	3.95	Ga0113587_159	NODE_1_length_312845_cov_21.166575
11605	19458	7854	1	7854	7854	99.99	20503	7854	38.31	100.00	Ga0113587_159	NODE_29_length_7854_cov_15.811386
17097	20503	31556	28150	3407	3407	88.57	20503	312845	16.62	1.09	Ga0113587_159	NODE_1_length_312845_cov_21.166575
1	19306	11154	30459	19306	19306	99.98	19306	49997	100.00	38.61	Ga0113587_160	NODE_11_length_49997_cov_18.899744
1	15505	9360	24863	15505	15504	99.91	15505	29299	100.00	52.92	Ga0113587_161	NODE_16_length_29299_cov_18.396594
1	15463	119999	104537	15463	15463	99.98	15496	151451	99.79	10.21	Ga0113587_162	NODE_6_length_151451_cov_18.996295
1	18621	67455	48826	18621	18630	99.90	18621	312845	100.00	5.96	Ga0113587_163	NODE_1_length_312845_cov_21.166575
1	21444	22215	772	21444	21444	99.98	21444	29690	100.00	72.23	Ga0113587_164	NODE_15_length_29690_cov_18.740206
233	7857	29690	22065	7625	7626	99.74	7857	29690	97.05	25.69	Ga0113587_165	NODE_15_length_29690_cov_18.740206
1	8010	8010	1	8010	8010	99.99	43018	93909	18.62	8.53	Ga0113587_166	NODE_9_length_93909_cov_18.197434
8744	43018	136179	101905	34275	34275	99.96	43018	136179	79.68	25.17	Ga0113587_166	NODE_7_length_136179_cov_16.543482
1	118408	10374	128795	118408	118422	99.98	118408	228900	100.00	51.74	Ga0113587_167	NODE_3_length_228900_cov_18.515336
1	31384	151283	119900	31384	31384	99.98	31384	151451	100.00	20.72	Ga0113587_168	NODE_6_length_151451_cov_18.996295
1	6599	26782	20184	6599	6599	99.98	6599	72919	100.00	9.05	Ga0113587_169	NODE_10_length_72919_cov_20.822368
